year,week,rank,title,author,publisher,description
1953,1953-04-05,5,EAST OF EDEN,John Steinbeck,NA,NA
1953,1953-04-05,6,THE SECOND HAPPIEST DAY,John Phillips,NA,NA
1953,1953-04-05,7,PRINCE BART,Jay Richard Kennedy,NA,NA
1953,1953-04-05,8,THE CAINE MUTINY,Herman Wouk,NA,NA
1953,1953-04-05,9,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-04-05,10,THE SOJOURNER,Marjorie Kinnan Rawlings,NA,NA
1953,1953-04-05,11,THE STONES OF THE HOUSE,Theodore Morrison,NA,NA
1953,1953-04-05,12,GIANT,Edna Ferber,NA,NA
1953,1953-04-05,13,THE GALILEANS,Frank G. Slaughter,NA,NA
1953,1953-04-05,14,THE VELVET DOUBLET,James Street,NA,NA
1953,1953-04-05,15,EXECUTIVE SUITE,Cameron Hawley,NA,NA
1953,1953-04-05,16,THE GREEN MAN,Storm Jameson,NA,NA
1953,1953-04-12,1,DESIREE,Annemarie Selinko,NA,NA
1953,1953-04-12,2,THE SILVER CHALICE,Thomas B. Costain,NA,NA
1953,1953-04-12,3,GOLDEN ADMIRAL,Francis Van Wyck Mason,NA,NA
1953,1953-04-12,4,EAST OF EDEN,John Steinbeck,NA,NA
1953,1953-04-12,5,STEAMBOAT GOTHIC,Frances Parkinson Keyes,NA,NA
1953,1953-04-12,6,THE SECOND HAPPIEST DAY,John Phillips,NA,NA
1953,1953-04-12,7,THE CAINE MUTINY,Herman Wouk,NA,NA
1953,1953-04-12,8,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-04-12,9,PRINCE BART,Jay Richard Kennedy,NA,NA
1953,1953-04-12,10,THE GALILEANS,Frank G. Slaughter,NA,NA
1953,1953-04-12,11,THE SOJOURNER,Marjorie Kinnan Rawlings,NA,NA
1953,1953-04-12,12,THE STONES OF THE HOUSE,Theodore Morrison,NA,NA
1953,1953-04-12,13,I AND MY TRUE LOVE,Helen MacInnes,NA,NA
1953,1953-04-12,14,THE VELVET DOUBLET,James Street,NA,NA
1953,1953-04-12,15,THE GREEN MAN,Storm Jameson,NA,NA
1953,1953-04-12,16,THE OUTSIDER,Richard A. Wright,NA,NA
1953,1953-04-19,1,DESIREE,Annemarie Selinko,NA,NA
1953,1953-04-19,2,THE SILVER CHALICE,Thomas B. Costain,NA,NA
1953,1953-04-19,3,GOLDEN ADMIRAL,Francis Van Wyck Mason,NA,NA
1953,1953-04-19,4,STEAMBOAT GOTHIC,Frances Parkinson Keyes,NA,NA
1953,1953-04-19,5,EAST OF EDEN,John Steinbeck,NA,NA
1953,1953-04-19,6,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-04-19,7,THE CAINE MUTINY,Herman Wouk,NA,NA
1953,1953-04-19,8,THE SECOND HAPPIEST DAY,John Phillips,NA,NA
1953,1953-04-19,9,PRINCE BART,Jay Richard Kennedy,NA,NA
1953,1953-04-19,10,THE SOJOURNER,Marjorie Kinnan Rawlings,NA,NA
1953,1953-04-19,11,THE GALILEANS,Frank G. Slaughter,NA,NA
1953,1953-04-19,12,GIANT,Edna Ferber,NA,NA
1953,1953-04-19,13,THE GREEN MAN,Storm Jameson,NA,NA
1953,1953-04-19,14,I AND MY TRUE LOVE,Helen MacInnes,NA,NA
1953,1953-04-19,15,EXECUTIVE SUITE,Cameron Hawley,NA,NA
1953,1953-04-19,16,THE PLANTATION,Ovid Williams Pierce,NA,NA
1953,1953-04-26,1,DESIREE,Annemarie Selinko,NA,NA
1953,1953-04-26,2,THE SILVER CHALICE,Thomas B. Costain,NA,NA
1953,1953-04-26,3,GOLDEN ADMIRAL,Francis Van Wyck Mason,NA,NA
1953,1953-04-26,4,PRINCE BART,Jay Richard Kennedy,NA,NA
1953,1953-04-26,5,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-04-26,6,EAST OF EDEN,John Steinbeck,NA,NA
1953,1953-04-26,7,STEAMBOAT GOTHIC,Frances Parkinson Keyes,NA,NA
1953,1953-04-26,8,THE CAINE MUTINY,Herman Wouk,NA,NA
1953,1953-04-26,9,THE SECOND HAPPIEST DAY,John Phillips,NA,NA
1953,1953-04-26,10,NINE STORIES,J.D. Salinger,NA,NA
1953,1953-04-26,11,STEPHANIA,Ilona Karmel,NA,NA
1953,1953-04-26,12,THE SOJOURNER,Marjorie Kinnan Rawlings,NA,NA
1953,1953-04-26,13,THE STONES OF THE HOUSE,Theodore Morrison,NA,NA
1953,1953-04-26,14,THE GREEN MAN,Storm Jameson,NA,NA
1953,1953-04-26,15,FAR FROM CUSTOMARY SKIES,Warren Eyster,NA,NA
1953,1953-04-26,16,HOTEL TALLYRAND,Paul Hyde Bonner,NA,NA
1953,1953-05-03,1,DESIREE,Annemarie Selinko,NA,NA
1953,1953-05-03,2,THE SILVER CHALICE,Thomas B. Costain,NA,NA
1953,1953-05-03,3,GOLDEN ADMIRAL,Francis Van Wyck Mason,NA,NA
1953,1953-05-03,4,STEAMBOAT GOTHIC,Frances Parkinson Keyes,NA,NA
1953,1953-05-03,5,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-05-03,6,EAST OF EDEN,John Steinbeck,NA,NA
1953,1953-05-03,7,PRINCE BART,Jay Richard Kennedy,NA,NA
1953,1953-05-03,8,THE CAINE MUTINY,Herman Wouk,NA,NA
1953,1953-05-03,9,NINE STORIES,J.D. Salinger,NA,NA
1953,1953-05-03,10,THE GREEN MAN,Storm Jameson,NA,NA
1953,1953-05-03,11,HOTEL TALLYRAND,Paul Hyde Bonner,NA,NA
1953,1953-05-03,12,FAR FROM CUSTOMARY SKIES,Warren Eyster,NA,NA
1953,1953-05-03,13,THE SECOND HAPPIEST DAY,John Phillips,NA,NA
1953,1953-05-03,14,STEPHANIA,Ilona Karmel,NA,NA
1953,1953-05-03,15,CORPUS OF JOE BAILEY,Oakley Hall,NA,NA
1953,1953-05-03,16,CRIMSON IS THE EASTERN SHORE,Don Tracy,NA,NA
1953,1953-05-10,1,DESIREE,Annemarie Selinko,NA,NA
1953,1953-05-10,2,THE SILVER CHALICE,Thomas B. Costain,NA,NA
1953,1953-05-10,3,GOLDEN ADMIRAL,Francis Van Wyck Mason,NA,NA
1953,1953-05-10,4,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-05-10,5,PRINCE BART,Jay Richard Kennedy,NA,NA
1953,1953-05-10,6,HOTEL TALLYRAND,Paul Hyde Bonner,NA,NA
1953,1953-05-10,7,STEAMBOAT GOTHIC,Frances Parkinson Keyes,NA,NA
1953,1953-05-10,8,EAST OF EDEN,John Steinbeck,NA,NA
1953,1953-05-10,9,THE CAINE MUTINY,Herman Wouk,NA,NA
1953,1953-05-10,10,CORPUS OF JOE BAILEY,Oakley Hall,NA,NA
1953,1953-05-10,11,THE GREEN MAN,Storm Jameson,NA,NA
1953,1953-05-10,12,NINE STORIES,J.D. Salinger,NA,NA
1953,1953-05-10,13,ZORBA THE GREEK,Nikos Kazantzakis,NA,NA
1953,1953-05-10,14,THE HIGH AND THE MIGHTY,Ernest K. Gann,NA,NA
1953,1953-05-10,15,THE OUTSIDER,Richard A. Wright,NA,NA
1953,1953-05-10,16,THE SOJOURNER,Marjorie Kinnan Rawlings,NA,NA
1953,1953-05-17,1,DESIREE,Annemarie Selinko,NA,NA
1953,1953-05-17,2,THE SILVER CHALICE,Thomas B. Costain,NA,NA
1953,1953-05-17,3,GOLDEN ADMIRAL,Francis Van Wyck Mason,NA,NA
1953,1953-05-17,4,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-05-17,5,PRINCE BART,Jay Richard Kennedy,NA,NA
1953,1953-05-17,6,HOTEL TALLYRAND,Paul Hyde Bonner,NA,NA
1953,1953-05-17,7,EAST OF EDEN,John Steinbeck,NA,NA
1953,1953-05-17,8,STEAMBOAT GOTHIC,Frances Parkinson Keyes,NA,NA
1953,1953-05-17,9,THE CAINE MUTINY,Herman Wouk,NA,NA
1953,1953-05-17,10,ZORBA THE GREEK,Nikos Kazantzakis,NA,NA
1953,1953-05-17,11,CORPUS OF JOE BAILEY,Oakley Hall,NA,NA
1953,1953-05-17,12,NINE STORIES,J.D. Salinger,NA,NA
1953,1953-05-17,13,BATTLE CRY,Leon Uris,NA,NA
1953,1953-05-17,14,THE HIGH AND THE MIGHTY,Ernest K. Gann,NA,NA
1953,1953-05-17,15,THE GREEN MAN,Storm Jameson,NA,NA
1953,1953-05-17,16,FAR FROM CUSTOMARY SKIES,Warren Eyster,NA,NA
1953,1953-05-24,1,DESIREE,Annemarie Selinko,NA,NA
1953,1953-05-24,2,THE SILVER CHALICE,Thomas B. Costain,NA,NA
1953,1953-05-24,3,GOLDEN ADMIRAL,Francis Van Wyck Mason,NA,NA
1953,1953-05-24,4,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-05-24,5,STEAMBOAT GOTHIC,Frances Parkinson Keyes,NA,NA
1953,1953-05-24,6,BATTLE CRY,Leon Uris,NA,NA
1953,1953-05-24,7,HOTEL TALLYRAND,Paul Hyde Bonner,NA,NA
1953,1953-05-24,8,EAST OF EDEN,John Steinbeck,NA,NA
1953,1953-05-24,9,PRINCE BART,Jay Richard Kennedy,NA,NA
1953,1953-05-24,10,THE CAINE MUTINY,Herman Wouk,NA,NA
1953,1953-05-24,11,NINE STORIES,J.D. Salinger,NA,NA
1953,1953-05-24,12,THE HIGH AND THE MIGHTY,Ernest K. Gann,NA,NA
1953,1953-05-24,13,IN THE WET,Nevil Shute,NA,NA
1953,1953-05-24,14,CORPUS OF JOE BAILEY,Oakley Hall,NA,NA
1953,1953-05-24,15,THE GREEN MAN,Storm Jameson,NA,NA
1953,1953-05-24,16,STEPHANIA,Ilona Karmel,NA,NA
1953,1953-05-31,1,DESIREE,Annemarie Selinko,NA,NA
1953,1953-05-31,2,THE SILVER CHALICE,Thomas B. Costain,NA,NA
1953,1953-05-31,3,GOLDEN ADMIRAL,Francis Van Wyck Mason,NA,NA
1953,1953-05-31,4,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-05-31,5,HOTEL TALLYRAND,Paul Hyde Bonner,NA,NA
1953,1953-05-31,6,BATTLE CRY,Leon Uris,NA,NA
1953,1953-05-31,7,THE HIGH AND THE MIGHTY,Ernest K. Gann,NA,NA
1953,1953-05-31,8,PRINCE BART,Jay Richard Kennedy,NA,NA
1953,1953-05-31,9,THE ECHOING GROVE,Rosamond Lehmann,NA,NA
1953,1953-05-31,10,STEAMBOAT GOTHIC,Frances Parkinson Keyes,NA,NA
1953,1953-05-31,11,THE CAINE MUTINY,Herman Wouk,NA,NA
1953,1953-05-31,12,IN THE WET,Nevil Shute,NA,NA
1953,1953-05-31,13,ZORBA THE GREEK,Nikos Kazantzakis,NA,NA
1953,1953-05-31,14,EAST OF EDEN,John Steinbeck,NA,NA
1953,1953-05-31,15,CORPUS OF JOE BAILEY,Oakley Hall,NA,NA
1953,1953-05-31,16,NINE STORIES,J.D. Salinger,NA,NA
1953,1953-06-07,1,DESIREE,Annemarie Selinko,NA,NA
1953,1953-06-07,2,THE SILVER CHALICE,Thomas B. Costain,NA,NA
1953,1953-06-07,3,GOLDEN ADMIRAL,Francis Van Wyck Mason,NA,NA
1953,1953-06-07,4,BATTLE CRY,Leon Uris,NA,NA
1953,1953-06-07,5,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-06-07,6,THE ECHOING GROVE,Rosamond Lehmann,NA,NA
1953,1953-06-07,7,THE HIGH AND THE MIGHTY,Ernest K. Gann,NA,NA
1953,1953-06-07,8,HOTEL TALLYRAND,Paul Hyde Bonner,NA,NA
1953,1953-06-07,9,PRINCE BART,Jay Richard Kennedy,NA,NA
1953,1953-06-07,10,STEAMBOAT GOTHIC,Frances Parkinson Keyes,NA,NA
1953,1953-06-07,11,EAST OF EDEN,John Steinbeck,NA,NA
1953,1953-06-07,12,THE CAINE MUTINY,Herman Wouk,NA,NA
1953,1953-06-07,13,ZORBA THE GREEK,Nikos Kazantzakis,NA,NA
1953,1953-06-07,14,NINE STORIES,J.D. Salinger,NA,NA
1953,1953-06-07,15,IN THE WET,Nevil Shute,NA,NA
1953,1953-06-07,16,TIS FOLLY TO BE WISE,Lion Feuchtwanger,NA,NA
1953,1953-06-14,1,DESIREE,Annemarie Selinko,NA,NA
1953,1953-06-14,2,THE SILVER CHALICE,Thomas B. Costain,NA,NA
1953,1953-06-14,3,BATTLE CRY,Leon Uris,NA,NA
1953,1953-06-14,4,GOLDEN ADMIRAL,Francis Van Wyck Mason,NA,NA
1953,1953-06-14,5,THE HIGH AND THE MIGHTY,Ernest K. Gann,NA,NA
1953,1953-06-14,6,THE ECHOING GROVE,Rosamond Lehmann,NA,NA
1953,1953-06-14,7,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-06-14,8,ZORBA THE GREEK,Nikos Kazantzakis,NA,NA
1953,1953-06-14,9,HOTEL TALLYRAND,Paul Hyde Bonner,NA,NA
1953,1953-06-14,10,KINGFISHERS CATCH FIRE,Rumer Godden,NA,NA
1953,1953-06-14,11,STEAMBOAT GOTHIC,Frances Parkinson Keyes,NA,NA
1953,1953-06-14,12,THE CAINE MUTINY,Herman Wouk,NA,NA
1953,1953-06-14,13,NINE STORIES,J.D. Salinger,NA,NA
1953,1953-06-14,14,CORPUS OF JOE BAILEY,Oakley Hall,NA,NA
1953,1953-06-14,15,EAST OF EDEN,John Steinbeck,NA,NA
1953,1953-06-14,16,PRINCE BART,Jay Richard Kennedy,NA,NA
1953,1953-06-21,1,DESIREE,Annemarie Selinko,NA,NA
1953,1953-06-21,2,BATTLE CRY,Leon Uris,NA,NA
1953,1953-06-21,3,THE SILVER CHALICE,Thomas B. Costain,NA,NA
1953,1953-06-21,4,THE HIGH AND THE MIGHTY,Ernest K. Gann,NA,NA
1953,1953-06-21,5,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-06-21,6,GOLDEN ADMIRAL,Francis Van Wyck Mason,NA,NA
1953,1953-06-21,7,THE ECHOING GROVE,Rosamond Lehmann,NA,NA
1953,1953-06-21,8,HOTEL TALLYRAND,Paul Hyde Bonner,NA,NA
1953,1953-06-21,9,THE DARK ANGEL,Mika Waltari,NA,NA
1953,1953-06-21,10,KINGFISHERS CATCH FIRE,Rumer Godden,NA,NA
1953,1953-06-21,11,IN THE WET,Nevil Shute,NA,NA
1953,1953-06-21,12,ZORBA THE GREEK,Nikos Kazantzakis,NA,NA
1953,1953-06-21,13,THE EMPEROR'S LADY,F.W. Kenyon,NA,NA
1953,1953-06-21,14,THE CAINE MUTINY,Herman Wouk,NA,NA
1953,1953-06-21,15,STEAMBOAT GOTHIC,Frances Parkinson Keyes,NA,NA
1953,1953-06-21,16,NINE STORIES,J.D. Salinger,NA,NA
1953,1953-06-28,1,DESIREE,Annemarie Selinko,NA,NA
1953,1953-06-28,2,BATTLE CRY,Leon Uris,NA,NA
1953,1953-06-28,3,THE SILVER CHALICE,Thomas B. Costain,NA,NA
1953,1953-06-28,4,THE DARK ANGEL,Mika Waltari,NA,NA
1953,1953-06-28,5,THE ECHOING GROVE,Rosamond Lehmann,NA,NA
1953,1953-06-28,6,THE HIGH AND THE MIGHTY,Ernest K. Gann,NA,NA
1953,1953-06-28,7,GOLDEN ADMIRAL,Francis Van Wyck Mason,NA,NA
1953,1953-06-28,8,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-06-28,9,KINGFISHERS CATCH FIRE,Rumer Godden,NA,NA
1953,1953-06-28,10,THE EMPEROR'S LADY,F.W. Kenyon,NA,NA
1953,1953-06-28,11,ZORBA THE GREEK,Nikos Kazantzakis,NA,NA
1953,1953-06-28,12,HOTEL TALLYRAND,Paul Hyde Bonner,NA,NA
1953,1953-06-28,13,IN THE WET,Nevil Shute,NA,NA
1953,1953-06-28,14,NINE STORIES,J.D. Salinger,NA,NA
1953,1953-06-28,15,THE CAINE MUTINY,Herman Wouk,NA,NA
1953,1953-06-28,16,STEAMBOAT GOTHIC,Frances Parkinson Keyes,NA,NA
1953,1953-07-05,1,DESIREE,Annemarie Selinko,NA,NA
1953,1953-07-05,2,BATTLE CRY,Leon Uris,NA,NA
1953,1953-07-05,3,THE DARK ANGEL,Mika Waltari,NA,NA
1953,1953-07-05,4,THE SILVER CHALICE,Thomas B. Costain,NA,NA
1953,1953-07-05,5,THE HIGH AND THE MIGHTY,Ernest K. Gann,NA,NA
1953,1953-07-05,6,KINGFISHERS CATCH FIRE,Rumer Godden,NA,NA
1953,1953-07-05,7,GOLDEN ADMIRAL,Francis Van Wyck Mason,NA,NA
1953,1953-07-05,8,THE ECHOING GROVE,Rosamond Lehmann,NA,NA
1953,1953-07-05,9,THE EMPEROR'S LADY,F.W. Kenyon,NA,NA
1953,1953-07-05,10,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-07-05,11,HOTEL TALLYRAND,Paul Hyde Bonner,NA,NA
1953,1953-07-05,12,THE CAINE MUTINY,Herman Wouk,NA,NA
1953,1953-07-05,13,STEAMBOAT GOTHIC,Frances Parkinson Keyes,NA,NA
1953,1953-07-05,14,NINE STORIES,J.D. Salinger,NA,NA
1953,1953-07-05,15,IN THE WET,Nevil Shute,NA,NA
1953,1953-07-05,16,PRINCE BART,Jay Richard Kennedy,NA,NA
1953,1953-07-12,1,DESIREE,Annemarie Selinko,NA,NA
1953,1953-07-12,2,BATTLE CRY,Leon Uris,NA,NA
1953,1953-07-12,3,THE DARK ANGEL,Mika Waltari,NA,NA
1953,1953-07-12,4,THE HIGH AND THE MIGHTY,Ernest K. Gann,NA,NA
1953,1953-07-12,5,THE SILVER CHALICE,Thomas B. Costain,NA,NA
1953,1953-07-12,6,KINGFISHERS CATCH FIRE,Rumer Godden,NA,NA
1953,1953-07-12,7,THE EMPEROR'S LADY,F.W. Kenyon,NA,NA
1953,1953-07-12,8,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-07-12,9,THE ECHOING GROVE,Rosamond Lehmann,NA,NA
1953,1953-07-12,10,GOLDEN ADMIRAL,Francis Van Wyck Mason,NA,NA
1953,1953-07-12,11,HOTEL TALLYRAND,Paul Hyde Bonner,NA,NA
1953,1953-07-12,12,THE CAINE MUTINY,Herman Wouk,NA,NA
1953,1953-07-12,13,ZORBA THE GREEK,Nikos Kazantzakis,NA,NA
1953,1953-07-12,14,NINE STORIES,J.D. Salinger,NA,NA
1953,1953-07-12,15,IN THE WET,Nevil Shute,NA,NA
1953,1953-07-12,16,STEAMBOAT GOTHIC,Frances Parkinson Keyes,NA,NA
1953,1953-07-19,1,DESIREE,Annemarie Selinko,NA,NA
1953,1953-07-19,2,BATTLE CRY,Leon Uris,NA,NA
1953,1953-07-19,3,THE DARK ANGEL,Mika Waltari,NA,NA
1953,1953-07-19,4,THE HIGH AND THE MIGHTY,Ernest K. Gann,NA,NA
1953,1953-07-19,5,THE SILVER CHALICE,Thomas B. Costain,NA,NA
1953,1953-07-19,6,THE EMPEROR'S LADY,F.W. Kenyon,NA,NA
1953,1953-07-19,7,KINGFISHERS CATCH FIRE,Rumer Godden,NA,NA
1953,1953-07-19,8,THE ECHOING GROVE,Rosamond Lehmann,NA,NA
1953,1953-07-19,9,GOLDEN ADMIRAL,Francis Van Wyck Mason,NA,NA
1953,1953-07-19,10,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-07-19,11,IN THE WET,Nevil Shute,NA,NA
1953,1953-07-19,12,HOTEL TALLYRAND,Paul Hyde Bonner,NA,NA
1953,1953-07-19,13,THE CAINE MUTINY,Herman Wouk,NA,NA
1953,1953-07-19,14,NINE STORIES,J.D. Salinger,NA,NA
1953,1953-07-19,15,ZORBA THE GREEK,Nikos Kazantzakis,NA,NA
1953,1953-07-19,16,EAST OF EDEN,John Steinbeck,NA,NA
1953,1953-07-26,1,DESIREE,Annemarie Selinko,NA,NA
1953,1953-07-26,2,BATTLE CRY,Leon Uris,NA,NA
1953,1953-07-26,3,THE DARK ANGEL,Mika Waltari,NA,NA
1953,1953-07-26,4,THE HIGH AND THE MIGHTY,Ernest K. Gann,NA,NA
1953,1953-07-26,5,KINGFISHERS CATCH FIRE,Rumer Godden,NA,NA
1953,1953-07-26,6,THE EMPEROR'S LADY,F.W. Kenyon,NA,NA
1953,1953-07-26,7,THE SILVER CHALICE,Thomas B. Costain,NA,NA
1953,1953-07-26,8,THE ECHOING GROVE,Rosamond Lehmann,NA,NA
1953,1953-07-26,9,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-07-26,10,IN THE WET,Nevil Shute,NA,NA
1953,1953-07-26,11,THE CAINE MUTINY,Herman Wouk,NA,NA
1953,1953-07-26,12,GOLDEN ADMIRAL,Francis Van Wyck Mason,NA,NA
1953,1953-07-26,13,STEAMBOAT GOTHIC,Frances Parkinson Keyes,NA,NA
1953,1953-07-26,14,NINE STORIES,J.D. Salinger,NA,NA
1953,1953-07-26,15,YOU SHALL KNOW THEM,Rita Vercors,NA,NA
1953,1953-07-26,16,EAST OF EDEN,John Steinbeck,NA,NA
1953,1953-08-02,1,DESIREE,Annemarie Selinko,NA,NA
1953,1953-08-02,2,BATTLE CRY,Leon Uris,NA,NA
1953,1953-08-02,3,THE DARK ANGEL,Mika Waltari,NA,NA
1953,1953-08-02,4,THE HIGH AND THE MIGHTY,Ernest K. Gann,NA,NA
1953,1953-08-02,5,KINGFISHERS CATCH FIRE,Rumer Godden,NA,NA
1953,1953-08-02,6,THE BRIDGES AT TOKO-RI,James A. Michener,NA,NA
1953,1953-08-02,7,THE SILVER CHALICE,Thomas B. Costain,NA,NA
1953,1953-08-02,8,THE EMPEROR'S LADY,F.W. Kenyon,NA,NA
1953,1953-08-02,9,THE ECHOING GROVE,Rosamond Lehmann,NA,NA
1953,1953-08-02,10,GOLDEN ADMIRAL,Francis Van Wyck Mason,NA,NA
1953,1953-08-02,11,IN THE WET,Nevil Shute,NA,NA
1953,1953-08-02,12,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-08-02,13,THE CAINE MUTINY,Herman Wouk,NA,NA
1953,1953-08-02,14,NINE STORIES,J.D. Salinger,NA,NA
1953,1953-08-02,15,YOU SHALL KNOW THEM,Rita Vercors,NA,NA
1953,1953-08-02,16,BEYOND THIS PLACE,A.J. Cronin,NA,NA
1953,1953-08-09,1,DESIREE,Annemarie Selinko,NA,NA
1953,1953-08-09,2,BATTLE CRY,Leon Uris,NA,NA
1953,1953-08-09,3,THE DARK ANGEL,Mika Waltari,NA,NA
1953,1953-08-09,4,THE HIGH AND THE MIGHTY,Ernest K. Gann,NA,NA
1953,1953-08-09,5,THE BRIDGES AT TOKO-RI,James A. Michener,NA,NA
1953,1953-08-09,6,BEYOND THIS PLACE,A.J. Cronin,NA,NA
1953,1953-08-09,7,THE EMPEROR'S LADY,F.W. Kenyon,NA,NA
1953,1953-08-09,8,KINGFISHERS CATCH FIRE,Rumer Godden,NA,NA
1953,1953-08-09,9,THE SILVER CHALICE,Thomas B. Costain,NA,NA
1953,1953-08-09,10,THE CAINE MUTINY,Herman Wouk,NA,NA
1953,1953-08-09,11,YOU SHALL KNOW THEM,Rita Vercors,NA,NA
1953,1953-08-09,12,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-08-09,13,GOLDEN ADMIRAL,Francis Van Wyck Mason,NA,NA
1953,1953-08-09,14,IN THE WET,Nevil Shute,NA,NA
1953,1953-08-09,15,THE VERMILLION GATE,Lin Yutang,NA,NA
1953,1953-08-09,16,THE ECHOING GROVE,Rosamond Lehmann,NA,NA
1953,1953-08-16,1,DESIREE,Annemarie Selinko,NA,NA
1953,1953-08-16,2,BATTLE CRY,Leon Uris,NA,NA
1953,1953-08-16,3,THE HIGH AND THE MIGHTY,Ernest K. Gann,NA,NA
1953,1953-08-16,4,BEYOND THIS PLACE,A.J. Cronin,NA,NA
1953,1953-08-16,5,THE DARK ANGEL,Mika Waltari,NA,NA
1953,1953-08-16,6,THE BRIDGES AT TOKO-RI,James A. Michener,NA,NA
1953,1953-08-16,7,THE EMPEROR'S LADY,F.W. Kenyon,NA,NA
1953,1953-08-16,8,KINGFISHERS CATCH FIRE,Rumer Godden,NA,NA
1953,1953-08-16,9,THE SILVER CHALICE,Thomas B. Costain,NA,NA
1953,1953-08-16,10,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-08-16,11,THE SCHIRMER INHERITANCE,Eric Ambler,NA,NA
1953,1953-08-16,12,THE VERMILLION GATE,Lin Yutang,NA,NA
1953,1953-08-16,13,YOU SHALL KNOW THEM,Rita Vercors,NA,NA
1953,1953-08-16,14,GOLDEN ADMIRAL,Francis Van Wyck Mason,NA,NA
1953,1953-08-16,15,THE ECHOING GROVE,Rosamond Lehmann,NA,NA
1953,1953-08-16,16,IN THE WET,Nevil Shute,NA,NA
1953,1953-08-23,1,DESIREE,Annemarie Selinko,NA,NA
1953,1953-08-23,2,BATTLE CRY,Leon Uris,NA,NA
1953,1953-08-23,3,THE HIGH AND THE MIGHTY,Ernest K. Gann,NA,NA
1953,1953-08-23,4,BEYOND THIS PLACE,A.J. Cronin,NA,NA
1953,1953-08-23,5,THE BRIDGES AT TOKO-RI,James A. Michener,NA,NA
1953,1953-08-23,6,THE DARK ANGEL,Mika Waltari,NA,NA
1953,1953-08-23,7,THE EMPEROR'S LADY,F.W. Kenyon,NA,NA
1953,1953-08-23,8,THE SILVER CHALICE,Thomas B. Costain,NA,NA
1953,1953-08-23,9,KINGFISHERS CATCH FIRE,Rumer Godden,NA,NA
1953,1953-08-23,10,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-08-23,11,YOU SHALL KNOW THEM,Rita Vercors,NA,NA
1953,1953-08-23,12,THE SCHIRMER INHERITANCE,Eric Ambler,NA,NA
1953,1953-08-23,13,THE VERMILLION GATE,Lin Yutang,NA,NA
1953,1953-08-23,14,THE CAINE MUTINY,Herman Wouk,NA,NA
1953,1953-08-23,15,GOLDEN ADMIRAL,Francis Van Wyck Mason,NA,NA
1953,1953-08-23,16,SATAN IN THE SUBURBS,Bertrand Russell,NA,NA
1953,1953-08-30,1,DESIREE,Annemarie Selinko,NA,NA
1953,1953-08-30,2,BATTLE CRY,Leon Uris,NA,NA
1953,1953-08-30,3,BEYOND THIS PLACE,A.J. Cronin,NA,NA
1953,1953-08-30,4,THE HIGH AND THE MIGHTY,Ernest K. Gann,NA,NA
1953,1953-08-30,5,THE DARK ANGEL,Mika Waltari,NA,NA
1953,1953-08-30,6,THE BRIDGES AT TOKO-RI,James A. Michener,NA,NA
1953,1953-08-30,7,THE EMPEROR'S LADY,F.W. Kenyon,NA,NA
1953,1953-08-30,8,KINGFISHERS CATCH FIRE,Rumer Godden,NA,NA
1953,1953-08-30,9,THE SILVER CHALICE,Thomas B. Costain,NA,NA
1953,1953-08-30,10,YOU SHALL KNOW THEM,Rita Vercors,NA,NA
1953,1953-08-30,11,"COME, MY BELOVED",Pearl S. Buck,NA,NA
1953,1953-08-30,12,THE SCHIRMER INHERITANCE,Eric Ambler,NA,NA
1953,1953-08-30,13,"KISS ME AGAIN, STRANGER",Daphne du Maurier,NA,NA
1953,1953-08-30,14,SATAN IN THE SUBURBS,Bertrand Russell,NA,NA
1953,1953-08-30,15,GOLDEN ADMIRAL,Francis Van Wyck Mason,NA,NA
1953,1953-08-30,16,IN THE WET,Nevil Shute,NA,NA
1953,1953-09-06,1,DESIREE,Annemarie Selinko,NA,NA
