year,week,rank,title,author,publisher,description
2016,2016-05-08,5,THE GIRL ON THE TRAIN,Paula Hawkins,Riverhead,A psychological thriller set in the environs of London is full of complications and betrayals.
2016,2016-05-08,6,ONE WITH YOU,Sylvia Day,St. Martin's Griffin,The chronicle of a tempestuous marriage comes to a close.
2016,2016-05-08,7,THE NEST,Cynthia D'Aprix Sweeney,Ecco/HarperCollins,Siblings in a dysfunctional New York family must grapple with a reduced inheritance.
2016,2016-05-08,8,ME BEFORE YOU,Jojo Moyes,Penguin,"A woman who has barely been beyond her English village finds herself while caring for a wealthy, embittered quadriplegic."
2016,2016-05-08,9,ELIGIBLE,Curtis Sittenfeld,Random House,"The author of “Prep” and “American Wife” retells “Pride and Prejudice,” set in the Cincinnati suburbs in the present."
2016,2016-05-08,10,FOOL ME ONCE,Harlan Coben,Dutton,A retired Army helicopter pilot faces combat-related nightmares and mysteries concerning the deaths of her husband and sister.
2016,2016-05-08,11,JEWELS OF THE SUN,Nora Roberts,Jove,A woman finds romance in Ireland. First published in 1999.
2016,2016-05-08,12,DIRTY,Kylie Scott,St. Martin's Griffin,"A jilted bride is drawn, despite herself, to a rough-and-tumble bartender."
2016,2016-05-08,13,WHAT SHE KNEW,Gilly Macmillan,Morrow/HarperCollins,An increasingly unstable investigator helps a desperate mother in the search for her missing son.
2016,2016-05-08,14,THE NIGHTINGALE,Kristin Hannah,St. Martin's,"Two sisters are separated in World War II France: one in the countryside, the other in Paris."
2016,2016-05-08,15,'TIL DEATH DO US PART,Amanda Quick,Berkley,A matchmaker in Victorian England turns to a crime novelist for help when she starts receiving a series of disturbingly personalized trinkets.
2016,2016-05-15,1,EXTREME PREY,John Sandford,Putnam,"Lucas Davenport, who has left the Minnesota Bureau of Criminal Apprehension, is in Iowa trying to foil a plot to assassinate a Hillary Clinton-like candidate. The 26th Lucas Davenport thriller."
2016,2016-05-15,2,THE LAST MILE,David Baldacci,Grand Central,"In a sequel to “Memory Man,” Amos Decker, a detective with an extraordinary memory, investigates the case of a convicted killer who wins a last-minute reprieve."
2016,2016-05-15,3,ME BEFORE YOU,Jojo Moyes,Penguin,"A woman who has barely been beyond her English village finds herself while caring for a wealthy, embittered quadriplegic."
2016,2016-05-15,4,FIRE BOUND,Christine Feehan,Jove,"A glassblower travels to Italy, where her bodyguard catches her eye."
2016,2016-05-15,5,THE OBSESSION,Nora Roberts,Berkley,A woman is haunted by her father’s crimes as she tries to pursue love and her work as a photographer.
2016,2016-05-15,6,BEST OF MY LOVE,Susan Mallery,HQN,A baker and an adventure-travel agent navigate the claustrophobia of love in a small town.
2016,2016-05-15,7,THE NEST,Cynthia D'Aprix Sweeney,Ecco/HarperCollins,Siblings in a dysfunctional New York family must grapple with a reduced inheritance.
2016,2016-05-15,8,THE GIRL ON THE TRAIN,Paula Hawkins,Riverhead,A psychological thriller set in the environs of London is full of complications and betrayals.
2016,2016-05-15,9,HIDE AWAY,Iris Johansen,St. Martin's Press,A forensic sculptor heads to the Scottish Highlands in search of treasure.
2016,2016-05-15,10,STUCK-UP SUIT,Vi Keeland and Penelope Ward,EverAfter Romance,"An arrogant businessman's phone, lost on a commuter train, leads to an unexpected affair."
2016,2016-05-15,11,ONE WITH YOU,Sylvia Day,St. Martin's Griffin,The chronicle of a tempestuous marriage comes to a close.
2016,2016-05-15,12,THE NIGHTINGALE,Kristin Hannah,St. Martin's,"Two sisters are separated in World War II France: one in the countryside, the other in Paris."
2016,2016-05-15,13,AIN'T SHE SWEET,Marie Force,Berkley,"While training for a marathon, a man finds a prickly paramour."
2016,2016-05-15,14,AS TIME GOES BY,Mary Higgins Clark,Simon & Schuster,Secrets emerge when a television journalist searching for her birth mother covers the trial of the widow of a wealthy doctor.
2016,2016-05-15,15,FOOL ME ONCE,Harlan Coben,Dutton,A retired Army helicopter pilot faces combat-related nightmares and mysteries concerning the deaths of her husband and sister.
2016,2016-05-22,1,15TH AFFAIR,James Patterson and Maxine Paetro,"Little, Brown","When a brutal murder threatens the domestic happiness of the San Francisco police detective Lindsay Boxer, she turns for help to the Women’s Murder Club."
2016,2016-05-22,2,ME BEFORE YOU,Jojo Moyes,Penguin,"A woman who has barely been beyond her English village finds herself while caring for a wealthy, embittered quadriplegic."
2016,2016-05-22,3,THE LAST MILE,David Baldacci,Grand Central,"In a sequel to “Memory Man,” Amos Decker, a detective with an extraordinary memory, investigates the case of a convicted killer who wins a last-minute reprieve."
2016,2016-05-22,4,THE APARTMENT,Danielle Steel,Delacorte,Four young women share a Hell’s Kitchen loft.
2016,2016-05-22,5,EXTREME PREY,John Sandford,Putnam,"Lucas Davenport, who has left the Minnesota Bureau of Criminal Apprehension, is in Iowa trying to foil a plot to assassinate a Hillary Clinton-like candidate. The 26th Lucas Davenport thriller."
2016,2016-05-22,6,THE OBSESSION,Nora Roberts,Berkley,A woman is haunted by her father’s crimes as she tries to pursue love and her work as a photographer.
2016,2016-05-22,7,STAR WARS: BLOODLINE,Claudia Gray,Del Rey,Leia Organa is urged to become First Senator of the New Republic.
2016,2016-05-22,8,ONLY BELOVED,Mary Balogh,Signet,A widower duke considers couplehood again when he meets a beguiling music teacher.
2016,2016-05-22,9,THE NEST,Cynthia D'Aprix Sweeney,Ecco/HarperCollins,Siblings in a dysfunctional New York family must grapple with a reduced inheritance.
2016,2016-05-22,10,THE GIRL ON THE TRAIN,Paula Hawkins,Riverhead,A psychological thriller set in the environs of London is full of complications and betrayals.
2016,2016-05-22,11,MISTER O,Lauren Blakely,Lauren Blakely,The sister of an accomplished seducer's best friend asks him to teach her everything he knows about how to attract a man.
2016,2016-05-22,12,THE NIGHTINGALE,Kristin Hannah,St. Martin's,"Two sisters are separated in World War II France: one in the countryside, the other in Paris."
2016,2016-05-22,13,EVERYBODY'S FOOL,Richard Russo,Knopf,"We’re back in North Bath, N.Y., in a sequel to “Nobody’s Fool.”"
2016,2016-05-22,14,ROBERT B. PARKER'S SLOW BURN,Ace Atkins,Putnam,"Spenser is back, leaving a trail of antagonism as he investigates a series of suspicious Boston fires."
2016,2016-05-22,15,DOMINATED,Maya Banks,Berkley,"Drake tries to win back Evangeline's affections, but can she trust him enough to give him a second chance?"
2016,2016-05-29,1,ME BEFORE YOU,Jojo Moyes,Penguin,"A woman who has barely been beyond her English village finds herself while caring for a wealthy, embittered quadriplegic."
2016,2016-05-29,2,15TH AFFAIR,James Patterson and Maxine Paetro,"Little, Brown","When a brutal murder threatens the domestic happiness of the San Francisco police detective Lindsay Boxer, she turns for help to the Women’s Murder Club."
2016,2016-05-29,3,THE LAST MILE,David Baldacci,Grand Central,"In a sequel to “Memory Man,” Amos Decker, a detective with an extraordinary memory, investigates the case of a convicted killer who wins a last-minute reprieve."
2016,2016-05-29,4,EXTREME PREY,John Sandford,Putnam,"Lucas Davenport, who has left the Minnesota Bureau of Criminal Apprehension, is in Iowa trying to foil a plot to assassinate a Hillary Clinton-like candidate. The 26th Lucas Davenport thriller."
2016,2016-05-29,5,THE GIRL ON THE TRAIN,Paula Hawkins,Riverhead,A psychological thriller set in the environs of London is full of complications and betrayals.
2016,2016-05-29,6,THE OBSESSION,Nora Roberts,Berkley,A woman is haunted by her father’s crimes as she tries to pursue love and her work as a photographer.
2016,2016-05-29,7,TROUBLEMAKER,Linda Howard,Morrow,"After an ambush, an operative hiding out in a West Virginia town finds comfort in his housemate, the part-time police chief."
2016,2016-05-29,8,THE NEST,Cynthia D'Aprix Sweeney,Ecco/HarperCollins,Siblings in a dysfunctional New York family must grapple with a reduced inheritance.
2016,2016-05-29,9,THE APARTMENT,Danielle Steel,Delacorte,Four young women share a Hell’s Kitchen loft.
2016,2016-05-29,10,MISTER O,Lauren Blakely,Lauren Blakely,The sister of an accomplished seducer's best friend asks him to teach her everything he knows about how to attract a man.
2016,2016-05-29,11,16 LIGHTHOUSE ROAD,Debbie Macomber,Mira,A judge makes headlines when she refuses to grant a divorce to a couple she senses are still in love.
2016,2016-05-29,12,THE NIGHTINGALE,Kristin Hannah,St. Martin's,"Two sisters are separated in World War II France: one in the countryside, the other in Paris."
2016,2016-05-29,13,AFTER YOU,Jojo Moyes,Pamela Dorman/Viking,"After the death of Will Traynor, Louisa Clark joins a grief support group that may lead her to new love."
2016,2016-05-29,14,A MAN CALLED OVE,Fredrik Backman,Washington Square,A curmudgeon's gruff exterior masks a generosity of spirit. Originally published in Sweden in 2014.
2016,2016-05-29,15,EVERYBODY'S FOOL,Richard Russo,Knopf,"Back in North Bath, N.Y., in a sequel to “Nobody’s Fool.”"
2016,2016-06-05,1,ME BEFORE YOU,Jojo Moyes,Penguin,"A woman who has barely been beyond her English village finds herself while caring for a wealthy, embittered quadriplegic."
2016,2016-06-05,2,15TH AFFAIR,James Patterson and Maxine Paetro,"Little, Brown","When a brutal murder threatens the domestic happiness of the San Francisco police detective Lindsay Boxer, she turns for help to the Women’s Murder Club."
2016,2016-06-05,3,THE WEEKENDERS,Mary Kay Andrews,St. Martin's,"On the North Carolina island of Belle Isle, a woman investigates her husband’s shady financial affairs after his mysterious death."
2016,2016-06-05,4,THE LAST MILE,David Baldacci,Grand Central,"In a sequel to “Memory Man,” Amos Decker, a detective with an extraordinary memory, investigates the case of a convicted killer who wins a last-minute reprieve."
2016,2016-06-05,5,THE FIREMAN,Joe Hill,Morrow/HarperCollins,"During an epidemic that causes people to spontaneously combust, an infected New Hampshire nurse fights to stay alive, aided by a mysterious figure known as the Fireman."
2016,2016-06-05,6,BEYOND THE ICE LIMIT,Douglas Preston and Lincoln Child,Grand Central,"In a sequel to “The Ice Limit” (2000), Gideon Crew pursues a meteorite that has sunk to the ocean floor. Or is it only a meteorite?"
2016,2016-06-05,7,THE GIRL ON THE TRAIN,Paula Hawkins,Riverhead,A psychological thriller set in the environs of London is full of complications and betrayals.
2016,2016-06-05,8,EXTREME PREY,John Sandford,Putnam,"Lucas Davenport, who has left the Minnesota Bureau of Criminal Apprehension, is in Iowa trying to foil a plot to assassinate a Hillary Clinton-like candidate. The 26th Lucas Davenport thriller."
2016,2016-06-05,9,THIRTY-SIX AND A HALF MOTIVES,Denise Grover Swank,Denise Grover Swank,"A nemesis is arrested, but his extensive network threatens revenge in the ninth book in the Rose Gardner mystery series."
2016,2016-06-05,10,THE BEACH HOUSE,Jane Green,Berkley,"When a widow on Nantucket learns she may lose her house, she turns it into a bed-and-breakfast. Originally published in 2008."
2016,2016-06-05,11,THE HIGHWAYMAN,Craig Johnson,Viking,Wyoming’s Sheriff Walt Longmire (the inspiration for the Netflix series “Longmire”) encounters the supernatural in this novella.
2016,2016-06-05,12,THE NEST,Cynthia D'Aprix Sweeney,Ecco/HarperCollins,Siblings in a dysfunctional New York family must grapple with a reduced inheritance.
2016,2016-06-05,13,AFTER YOU,Jojo Moyes,Pamela Dorman/Viking,"After the death of Will Traynor, Louisa Clark joins a grief support group that may lead her to new love."
2016,2016-06-05,14,THE NIGHTINGALE,Kristin Hannah,St. Martin's,"Two sisters are separated in World War II France: one in the countryside, the other in Paris."
2016,2016-06-05,15,THE APARTMENT,Danielle Steel,Delacorte,Four young women share a Hell’s Kitchen loft.
2016,2016-06-12,1,ME BEFORE YOU,Jojo Moyes,Penguin,"A woman who has barely been beyond her English village finds herself while caring for a wealthy, embittered quadriplegic."
2016,2016-06-12,2,THE CITY OF MIRRORS,Justin Cronin,Ballantine,"In the conclusion to the trilogy that included “The Passage” and “The Twelve,” the virals bent on destroying humanity seem to have been vanquished, only to rise again."
2016,2016-06-12,3,15TH AFFAIR,James Patterson and Maxine Paetro,"Little, Brown","When a brutal murder threatens the domestic happiness of the San Francisco police detective Lindsay Boxer, she turns for help to the Women’s Murder Club."
2016,2016-06-12,4,THE LAST MILE,David Baldacci,Grand Central,"In a sequel to “Memory Man,” Amos Decker, a detective with an extraordinary memory, investigates the case of a convicted killer who wins a last-minute reprieve."
2016,2016-06-12,5,THE GIRL ON THE TRAIN,Paula Hawkins,Riverhead,A psychological thriller set in the environs of London is full of complications and betrayals.
2016,2016-06-12,6,AFTER YOU,Jojo Moyes,Pamela Dorman/Viking,"After the death of Will Traynor, Louisa Clark joins a grief support group that may lead her to new love."
2016,2016-06-12,7,THE WEEKENDERS,Mary Kay Andrews,St. Martin's,"On North Carolina’s Belle Isle, a woman investigates her husband’s shady financial affairs after his mysterious death."
2016,2016-06-12,8,THE NEST,Cynthia D'Aprix Sweeney,Ecco/HarperCollins,Siblings in a dysfunctional New York family must grapple with a reduced inheritance.
2016,2016-06-12,9,HAUNTED DESTINY,Heather Graham,Mira,The head of the F.B.I.'s special paranormal division books passage on a cruise ship with a killer on board.
2016,2016-06-12,10,A MAN CALLED OVE,Fredrik Backman,Washington Square,A curmudgeon's gruff exterior masks a generosity of spirit. Originally published in Sweden in 2014.
