year,week,rank,title,author
1985,1985-07-28,9,FALL FROM GRACE,Larry Collins
1985,1985-07-28,10,A CATSKILL EAGLE,Robert B. Parker
1985,1985-07-28,11,THE CLASS,Erich Segal
1985,1985-07-28,12,"INSIDE, OUTSIDE",Herman Wouk
1985,1985-07-28,13,THE LOVER,Marguerite Duras
1985,1985-07-28,14,FAMILY ALBUM,Danielle Steel
1985,1985-07-28,15,THINNER,Richard Bachman
1985,1985-08-04,1,SKELETON CREW,Stephen King
1985,1985-08-04,2,THE FOURTH DEADLY SIN,Lawrence Sanders
1985,1985-08-04,3,THE HUNT FOR RED OCTOBER,Tom Clancy
1985,1985-08-04,4,THE CIDER HOUSE RULES,John Irving
1985,1985-08-04,5,LONESOME DOVE,Larry McMurtry
1985,1985-08-04,6,JUBAL SACKETT,Louis L'Amour
1985,1985-08-04,7,HOLD THE DREAM,Barbara Taylor Bradford
1985,1985-08-04,8,IF TOMORROW COMES,Sidney Sheldon
1985,1985-08-04,9,THE LOVER,Marguerite Duras
1985,1985-08-04,10,FAMILY ALBUM,Danielle Steel
1985,1985-08-04,11,A CATSKILL EAGLE,Robert B. Parker
1985,1985-08-04,12,"INSIDE, OUTSIDE",Herman Wouk
1985,1985-08-04,13,THE CLASS,Erich Segal
1985,1985-08-04,14,THINNER,Richard Bachman
1985,1985-08-04,15,FALL FROM GRACE,Larry Collins
1985,1985-08-11,1,SKELETON CREW,Stephen King
1985,1985-08-11,2,THE FOURTH DEADLY SIN,Lawrence Sanders
1985,1985-08-11,3,THE HUNT FOR RED OCTOBER,Tom Clancy
1985,1985-08-11,4,THE CIDER HOUSE RULES,John Irving
1985,1985-08-11,5,JUBAL SACKETT,Louis L'Amour
1985,1985-08-11,6,LONESOME DOVE,Larry McMurtry
1985,1985-08-11,7,HOLD THE DREAM,Barbara Taylor Bradford
1985,1985-08-11,8,IF TOMORROW COMES,Sidney Sheldon
1985,1985-08-11,9,THE LOVER,Marguerite Duras
1985,1985-08-11,10,FAMILY ALBUM,Danielle Steel
1985,1985-08-11,11,A CATSKILL EAGLE,Robert B. Parker
1985,1985-08-11,12,"INSIDE, OUTSIDE",Herman Wouk
1985,1985-08-11,13,CHAPTERHOUSE: DUNE,Frank Herbert
1985,1985-08-11,14,THINNER,Richard Bachman
1985,1985-08-11,15,THE CLASS,Erich Segal
1985,1985-08-11,16,FALL FROM GRACE,Larry Collins
1985,1985-08-18,1,SKELETON CREW,Stephen King
1985,1985-08-18,2,THE FOURTH DEADLY SIN,Lawrence Sanders
1985,1985-08-18,3,THE HUNT FOR RED OCTOBER,Tom Clancy
1985,1985-08-18,4,THE CIDER HOUSE RULES,John Irving
1985,1985-08-18,5,JUBAL SACKETT,Louis L'Amour
1985,1985-08-18,6,LONESOME DOVE,Larry McMurtry
1985,1985-08-18,7,HOLD THE DREAM,Barbara Taylor Bradford
1985,1985-08-18,8,IF TOMORROW COMES,Sidney Sheldon
1985,1985-08-18,9,THE LOVER,Marguerite Duras
1985,1985-08-18,10,FALL FROM GRACE,Larry Collins
1985,1985-08-18,11,THE TWO MRS. GRENVILLES,Dominick Dunne
1985,1985-08-18,12,A CATSKILL EAGLE,Robert B. Parker
1985,1985-08-18,13,"INSIDE, OUTSIDE",Herman Wouk
1985,1985-08-18,14,CHAPTERHOUSE: DUNE,Frank Herbert
1985,1985-08-18,15,THINNER,Richard Bachman
1985,1985-08-18,16,THE CLASS,Erich Segal
1985,1985-08-25,1,SKELETON CREW,Stephen King
1985,1985-08-25,2,THE FOURTH DEADLY SIN,Lawrence Sanders
1985,1985-08-25,3,THE HUNT FOR RED OCTOBER,Tom Clancy
1985,1985-08-25,4,LUCKY,Jackie Collins
1985,1985-08-25,5,THE TWO MRS. GRENVILLES,Dominick Dunne
1985,1985-08-25,6,THE CIDER HOUSE RULES,John Irving
1985,1985-08-25,7,JUBAL SACKETT,Louis L'Amour
1985,1985-08-25,8,LONESOME DOVE,Larry McMurtry
1985,1985-08-25,9,IF TOMORROW COMES,Sidney Sheldon
1985,1985-08-25,10,HOLD THE DREAM,Barbara Taylor Bradford
1985,1985-08-25,11,THE LOVER,Marguerite Duras
1985,1985-08-25,12,FALL FROM GRACE,Larry Collins
1985,1985-08-25,13,"TOO MUCH, TOO SOON",Jacqueline Briskin
1985,1985-08-25,14,FAMILY ALBUM,Danielle Steel
1985,1985-08-25,15,"INSIDE, OUTSIDE",Herman Wouk
1985,1985-09-01,1,LUCKY,Jackie Collins
1985,1985-09-01,2,SKELETON CREW,Stephen King
1985,1985-09-01,3,THE FOURTH DEADLY SIN,Lawrence Sanders
1985,1985-09-01,4,THE HUNT FOR RED OCTOBER,Tom Clancy
1985,1985-09-01,5,THE TWO MRS. GRENVILLES,Dominick Dunne
1985,1985-09-01,6,THE CIDER HOUSE RULES,John Irving
1985,1985-09-01,7,LAKE WOBEGON DAYS,Garrison Keillor
1985,1985-09-01,8,LONESOME DOVE,Larry McMurtry
1985,1985-09-01,9,JUBAL SACKETT,Louis L'Amour
1985,1985-09-01,10,HOLD THE DREAM,Barbara Taylor Bradford
1985,1985-09-01,11,IF TOMORROW COMES,Sidney Sheldon
1985,1985-09-01,12,"TOO MUCH, TOO SOON",Jacqueline Briskin
1985,1985-09-01,13,THE LOVER,Marguerite Duras
1985,1985-09-01,14,"INSIDE, OUTSIDE",Herman Wouk
1985,1985-09-01,15,FALL FROM GRACE,Larry Collins
1985,1985-09-08,1,LUCKY,Jackie Collins
1985,1985-09-08,2,LAKE WOBEGON DAYS,Garrison Keillor
1985,1985-09-08,3,SKELETON CREW,Stephen King
1985,1985-09-08,4,THE FOURTH DEADLY SIN,Lawrence Sanders
1985,1985-09-08,5,THE HUNT FOR RED OCTOBER,Tom Clancy
1985,1985-09-08,6,THE TWO MRS. GRENVILLES,Dominick Dunne
1985,1985-09-08,7,THE CIDER HOUSE RULES,John Irving
1985,1985-09-08,8,LONESOME DOVE,Larry McMurtry
1985,1985-09-08,9,"TOO MUCH, TOO SOON",Jacqueline Briskin
1985,1985-09-08,10,IF TOMORROW COMES,Sidney Sheldon
1985,1985-09-08,11,THE LOVER,Marguerite Duras
1985,1985-09-08,12,JIAN,Eric Van Lustbader
1985,1985-09-08,13,JUBAL SACKETT,Louis L'Amour
1985,1985-09-08,14,HOLD THE DREAM,Barbara Taylor Bradford
1985,1985-09-08,15,FALL FROM GRACE,Larry Collins
1985,1985-09-15,1,LAKE WOBEGON DAYS,Garrison Keillor
1985,1985-09-15,2,LUCKY,Jackie Collins
1985,1985-09-15,3,SKELETON CREW,Stephen King
1985,1985-09-15,4,THE FOURTH DEADLY SIN,Lawrence Sanders
1985,1985-09-15,5,THE TWO MRS. GRENVILLES,Dominick Dunne
1985,1985-09-15,6,THE HUNT FOR RED OCTOBER,Tom Clancy
1985,1985-09-15,7,LONESOME DOVE,Larry McMurtry
1985,1985-09-15,8,"TOO MUCH, TOO SOON",Jacqueline Briskin
1985,1985-09-15,9,THE CIDER HOUSE RULES,John Irving
1985,1985-09-15,10,JUBAL SACKETT,Louis L'Amour
1985,1985-09-15,11,IF TOMORROW COMES,Sidney Sheldon
1985,1985-09-15,12,HOLD THE DREAM,Barbara Taylor Bradford
1985,1985-09-15,13,LESS THAN ZERO,Bret Easton Ellis
1985,1985-09-15,14,THE CLASS,Erich Segal
1985,1985-09-15,15,FALL FROM GRACE,Larry Collins
1985,1985-09-15,16,A MAGGOT,John Fowles
1985,1985-09-15,17,THE LOVER,Marguerite Duras
1985,1985-09-22,1,LAKE WOBEGON DAYS,Garrison Keillor
1985,1985-09-22,2,LUCKY,Jackie Collins
1985,1985-09-22,3,THE HUNT FOR RED OCTOBER,Tom Clancy
1985,1985-09-22,4,SKELETON CREW,Stephen King
1985,1985-09-22,5,THE TWO MRS. GRENVILLES,Dominick Dunne
1985,1985-09-22,6,THE FOURTH DEADLY SIN,Lawrence Sanders
1985,1985-09-22,7,LONESOME DOVE,Larry McMurtry
1985,1985-09-22,8,THE CIDER HOUSE RULES,John Irving
1985,1985-09-22,9,A MAGGOT,John Fowles
1985,1985-09-22,10,THE ACCIDENTAL TOURIST,Anne Tyler
1985,1985-09-22,11,IF TOMORROW COMES,Sidney Sheldon
1985,1985-09-22,12,LESS THAN ZERO,Bret Easton Ellis
1985,1985-09-22,13,"TOO MUCH, TOO SOON",Jacqueline Briskin
1985,1985-09-22,14,AFTER THE REUNION,Rona Jaffe
1985,1985-09-22,15,JUBAL SACKETT,Louis L'Amour
1985,1985-09-22,16,HOLD THE DREAM,Barbara Taylor Bradford
1985,1985-09-29,1,LAKE WOBEGON DAYS,Garrison Keillor
1985,1985-09-29,2,LUCKY,Jackie Collins
1985,1985-09-29,3,SKELETON CREW,Stephen King
1985,1985-09-29,4,THE ACCIDENTAL TOURIST,Anne Tyler
1985,1985-09-29,5,THE FOURTH DEADLY SIN,Lawrence Sanders
1985,1985-09-29,6,THE TWO MRS. GRENVILLES,Dominick Dunne
1985,1985-09-29,7,THE HUNT FOR RED OCTOBER,Tom Clancy
1985,1985-09-29,8,LONESOME DOVE,Larry McMurtry
1985,1985-09-29,9,A MAGGOT,John Fowles
1985,1985-09-29,10,"TOO MUCH, TOO SOON",Jacqueline Briskin
1985,1985-09-29,11,THE CIDER HOUSE RULES,John Irving
1985,1985-09-29,12,IF TOMORROW COMES,Sidney Sheldon
1985,1985-09-29,13,JUBAL SACKETT,Louis L'Amour
1985,1985-09-29,14,AFTER THE REUNION,Rona Jaffe
1985,1985-09-29,15,THE RED FOX,Anthony Hyde
1985,1985-10-06,1,LAKE WOBEGON DAYS,Garrison Keillor
1985,1985-10-06,2,LUCKY,Jackie Collins
1985,1985-10-06,3,SKELETON CREW,Stephen King
1985,1985-10-06,4,THE ACCIDENTAL TOURIST,Anne Tyler
1985,1985-10-06,5,THE TWO MRS. GRENVILLES,Dominick Dunne
1985,1985-10-06,6,A MAGGOT,John Fowles
1985,1985-10-06,7,LONESOME DOVE,Larry McMurtry
1985,1985-10-06,8,THE HUNT FOR RED OCTOBER,Tom Clancy
1985,1985-10-06,9,THE FOURTH DEADLY SIN,Lawrence Sanders
1985,1985-10-06,10,THE RED FOX,Anthony Hyde
1985,1985-10-06,11,AFTER THE REUNION,Rona Jaffe
1985,1985-10-06,12,THE IMMIGRANT'S DAUGHTER,Howard Fast
1985,1985-10-06,13,THE CIDER HOUSE RULES,John Irving
1985,1985-10-06,14,LESS THAN ZERO,Bret Easton Ellis
1985,1985-10-06,15,THE SECRETS OF HARRY BRIGHT,Joseph Wambaugh
1985,1985-10-06,16,"TOO MUCH, TOO SOON",Jacqueline Briskin
1985,1985-10-13,1,TEXAS,James A. Michener
1985,1985-10-13,2,LAKE WOBEGON DAYS,Garrison Keillor
1985,1985-10-13,3,LUCKY,Jackie Collins
1985,1985-10-13,4,THE ACCIDENTAL TOURIST,Anne Tyler
1985,1985-10-13,5,SKELETON CREW,Stephen King
1985,1985-10-13,6,THE TWO MRS. GRENVILLES,Dominick Dunne
1985,1985-10-13,7,CONTACT,Carl Sagan
1985,1985-10-13,8,A MAGGOT,John Fowles
1985,1985-10-13,9,THE SECRETS OF HARRY BRIGHT,Joseph Wambaugh
1985,1985-10-13,10,LONESOME DOVE,Larry McMurtry
1985,1985-10-13,11,THE FOURTH DEADLY SIN,Lawrence Sanders
1985,1985-10-13,12,AFTER THE REUNION,Rona Jaffe
1985,1985-10-13,13,THE IMMIGRANT'S DAUGHTER,Howard Fast
1985,1985-10-13,14,THE CIDER HOUSE RULES,John Irving
1985,1985-10-13,15,THE RED FOX,Anthony Hyde
1985,1985-10-20,1,TEXAS,James A. Michener
1985,1985-10-20,2,LAKE WOBEGON DAYS,Garrison Keillor
1985,1985-10-20,3,CONTACT,Carl Sagan
1985,1985-10-20,4,LUCKY,Jackie Collins
1985,1985-10-20,5,THE ACCIDENTAL TOURIST,Anne Tyler
1985,1985-10-20,6,SKELETON CREW,Stephen King
1985,1985-10-20,7,THE SECRETS OF HARRY BRIGHT,Joseph Wambaugh
1985,1985-10-20,8,THE TWO MRS. GRENVILLES,Dominick Dunne
1985,1985-10-20,9,A MAGGOT,John Fowles
1985,1985-10-20,10,LONESOME DOVE,Larry McMurtry
1985,1985-10-20,11,THE IMMIGRANT'S DAUGHTER,Howard Fast
1985,1985-10-20,12,GALAPAGOS,Kurt Vonnegut
1985,1985-10-20,13,THE FOURTH DEADLY SIN,Lawrence Sanders
1985,1985-10-20,14,DEPTHS OF GLORY,Irving Stone
1985,1985-10-20,15,THE RED FOX,Anthony Hyde
1985,1985-10-27,1,TEXAS,James A. Michener
1985,1985-10-27,2,LAKE WOBEGON DAYS,Garrison Keillor
1985,1985-10-27,3,CONTACT,Carl Sagan
1985,1985-10-27,4,SECRETS,Danielle Steel
1985,1985-10-27,5,THE SECRETS OF HARRY BRIGHT,Joseph Wambaugh
1985,1985-10-27,6,THE ACCIDENTAL TOURIST,Anne Tyler
1985,1985-10-27,7,LUCKY,Jackie Collins
1985,1985-10-27,8,GALAPAGOS,Kurt Vonnegut
1985,1985-10-27,9,THE TWO MRS. GRENVILLES,Dominick Dunne
1985,1985-10-27,10,SKELETON CREW,Stephen King
1985,1985-10-27,11,THE IMMIGRANT'S DAUGHTER,Howard Fast
1985,1985-10-27,12,LONESOME DOVE,Larry McMurtry
1985,1985-10-27,13,A MAGGOT,John Fowles
1985,1985-10-27,14,THE FOURTH DEADLY SIN,Lawrence Sanders
1985,1985-10-27,15,THE RED FOX,Anthony Hyde
1985,1985-11-03,1,TEXAS,James A. Michener
1985,1985-11-03,2,LAKE WOBEGON DAYS,Garrison Keillor
1985,1985-11-03,3,SECRETS,Danielle Steel
1985,1985-11-03,4,CONTACT,Carl Sagan
1985,1985-11-03,5,GALAPAGOS,Kurt Vonnegut
1985,1985-11-03,6,THE SECRETS OF HARRY BRIGHT,Joseph Wambaugh
1985,1985-11-03,7,LUCKY,Jackie Collins
1985,1985-11-03,8,THE ACCIDENTAL TOURIST,Anne Tyler
1985,1985-11-03,9,SKELETON CREW,Stephen King
1985,1985-11-03,10,THE TWO MRS. GRENVILLES,Dominick Dunne
1985,1985-11-03,11,DEPTHS OF GLORY,Irving Stone
1985,1985-11-03,12,THE IMMIGRANT'S DAUGHTER,Howard Fast
1985,1985-11-03,13,LONESOME DOVE,Larry McMurtry
1985,1985-11-03,14,A MAGGOT,John Fowles
1985,1985-11-03,15,THE RED FOX,Anthony Hyde
1985,1985-11-10,1,TEXAS,James A. Michener
1985,1985-11-10,2,LAKE WOBEGON DAYS,Garrison Keillor
1985,1985-11-10,3,SECRETS,Danielle Steel
1985,1985-11-10,4,CONTACT,Carl Sagan
1985,1985-11-10,5,GALAPAGOS,Kurt Vonnegut
1985,1985-11-10,6,THE ACCIDENTAL TOURIST,Anne Tyler
1985,1985-11-10,7,THE SECRETS OF HARRY BRIGHT,Joseph Wambaugh
1985,1985-11-10,8,LUCKY,Jackie Collins
1985,1985-11-10,9,THE TWO MRS. GRENVILLES,Dominick Dunne
1985,1985-11-10,10,SKELETON CREW,Stephen King
1985,1985-11-10,11,THE IMMIGRANT'S DAUGHTER,Howard Fast
1985,1985-11-10,12,LONESOME DOVE,Larry McMurtry
1985,1985-11-10,13,DEPTHS OF GLORY,Irving Stone
1985,1985-11-10,14,A MAGGOT,John Fowles
1985,1985-11-10,15,THE RED FOX,Anthony Hyde
1985,1985-11-17,1,TEXAS,James A. Michener
1985,1985-11-17,2,LAKE WOBEGON DAYS,Garrison Keillor
1985,1985-11-17,3,SECRETS,Danielle Steel
1985,1985-11-17,4,CONTACT,Carl Sagan
1985,1985-11-17,5,GALAPAGOS,Kurt Vonnegut
1985,1985-11-17,6,LUCKY,Jackie Collins
1985,1985-11-17,7,THE SECRETS OF HARRY BRIGHT,Joseph Wambaugh
1985,1985-11-17,8,THE ACCIDENTAL TOURIST,Anne Tyler
1985,1985-11-17,9,THE VAMPIRE LESTAT,Anne Rice
1985,1985-11-17,10,THE BACHMAN BOOKS,Stephen King
1985,1985-11-17,11,SKELETON CREW,Stephen King
1985,1985-11-17,12,THE TWO MRS. GRENVILLES,Dominick Dunne
1985,1985-11-17,13,WORLD'S FAIR,E. L. Doctorow
1985,1985-11-17,14,THE CAT WHO WALKS THROUGH WALLS,Robert A. Heinlein
1985,1985-11-17,15,THE IMMIGRANT'S DAUGHTER,Howard Fast
1985,1985-11-24,1,THE MAMMOTH HUNTERS,Jean M. Auel
1985,1985-11-24,2,LAKE WOBEGON DAYS,Garrison Keillor
1985,1985-11-24,3,TEXAS,James A. Michener
1985,1985-11-24,4,SECRETS,Danielle Steel
1985,1985-11-24,5,CONTACT,Carl Sagan
1985,1985-11-24,6,GALAPAGOS,Kurt Vonnegut
1985,1985-11-24,7,LUCKY,Jackie Collins
1985,1985-11-24,8,THE SECRETS OF HARRY BRIGHT,Joseph Wambaugh
1985,1985-11-24,9,THE ACCIDENTAL TOURIST,Anne Tyler
1985,1985-11-24,10,WORLD'S FAIR,E. L. Doctorow
1985,1985-11-24,11,THE VAMPIRE LESTAT,Anne Rice
1985,1985-11-24,12,THE TWO MRS. GRENVILLES,Dominick Dunne
1985,1985-11-24,13,SKELETON CREW,Stephen King
1985,1985-11-24,14,THE CAT WHO WALKS THROUGH WALLS,Robert A. Heinlein
1985,1985-11-24,15,THE IMMIGRANT'S DAUGHTER,Howard Fast
1985,1985-11-24,16,THE BACHMAN BOOKS,Stephen King
1985,1985-12-01,1,THE MAMMOTH HUNTERS,Jean M. Auel
1985,1985-12-01,2,LAKE WOBEGON DAYS,Garrison Keillor
1985,1985-12-01,3,TEXAS,James A. Michener
1985,1985-12-01,4,SECRETS,Danielle Steel
1985,1985-12-01,5,CONTACT,Carl Sagan
1985,1985-12-01,6,GALAPAGOS,Kurt Vonnegut
1985,1985-12-01,7,THE ACCIDENTAL TOURIST,Anne Tyler
1985,1985-12-01,8,LUCKY,Jackie Collins
1985,1985-12-01,9,WORLD'S FAIR,E. L. Doctorow
1985,1985-12-01,10,THE VAMPIRE LESTAT,Anne Rice
1985,1985-12-01,11,THE SECRETS OF HARRY BRIGHT,Joseph Wambaugh
1985,1985-12-01,12,THE CAT WHO WALKS THROUGH WALLS,Robert A. Heinlein
1985,1985-12-01,13,SKELETON CREW,Stephen King
1985,1985-12-01,14,THE INVADERS PLAN,L. Ron Hubbard
1985,1985-12-01,15,DEPTHS OF GLORY,Irving Stone
1985,1985-12-08,1,THE MAMMOTH HUNTERS,Jean M. Auel
1985,1985-12-08,2,LAKE WOBEGON DAYS,Garrison Keillor
1985,1985-12-08,3,TEXAS,James A. Michener
1985,1985-12-08,4,SECRETS,Danielle Steel
1985,1985-12-08,5,CONTACT,Carl Sagan
1985,1985-12-08,6,GALAPAGOS,Kurt Vonnegut
1985,1985-12-08,7,WORLD'S FAIR,E. L. Doctorow
1985,1985-12-08,8,THE CAT WHO WALKS THROUGH WALLS,Robert A. Heinlein
1985,1985-12-08,9,THE ACCIDENTAL TOURIST,Anne Tyler
1985,1985-12-08,10,THE SECRETS OF HARRY BRIGHT,Joseph Wambaugh
1985,1985-12-08,11,THE VAMPIRE LESTAT,Anne Rice
1985,1985-12-08,12,SKELETON CREW,Stephen King
1985,1985-12-08,13,THE INVADERS PLAN,L. Ron Hubbard
1985,1985-12-08,14,LUCKY,Jackie Collins
1985,1985-12-08,15,WHAT'S BRED IN THE BONE,Robertson Davies
1985,1985-12-08,16,THE TWO MRS. GRENVILLES,Dominick Dunne
1985,1985-12-15,1,THE MAMMOTH HUNTERS,Jean M. Auel
1985,1985-12-15,2,LAKE WOBEGON DAYS,Garrison Keillor
1985,1985-12-15,3,TEXAS,James A. Michener
1985,1985-12-15,4,CONTACT,Carl Sagan
1985,1985-12-15,5,SECRETS,Danielle Steel
1985,1985-12-15,6,THE SECRETS OF HARRY BRIGHT,Joseph Wambaugh
1985,1985-12-15,7,GALAPAGOS,Kurt Vonnegut
1985,1985-12-15,8,WORLD'S FAIR,E. L. Doctorow
1985,1985-12-15,9,THE ACCIDENTAL TOURIST,Anne Tyler
1985,1985-12-15,10,THE CAT WHO WALKS THROUGH WALLS,Robert A. Heinlein
1985,1985-12-15,11,WHAT'S BRED IN THE BONE,Robertson Davies
1985,1985-12-15,12,THE VAMPIRE LESTAT,Anne Rice
1985,1985-12-15,13,SKELETON CREW,Stephen King
1985,1985-12-15,14,THE OLD GRINGO,Carlos Fuentes
1985,1985-12-15,15,LONDON MATCH,Len Deighton
1985,1985-12-22,1,THE MAMMOTH HUNTERS,Jean M. Auel
1985,1985-12-22,2,LAKE WOBEGON DAYS,Garrison Keillor
1985,1985-12-22,3,TEXAS,James A. Michener
1985,1985-12-22,4,CONTACT,Carl Sagan
1985,1985-12-22,5,SECRETS,Danielle Steel
1985,1985-12-22,6,THE POLAR EXPRESS,written and illustrated by Chris Van Allsburg
1985,1985-12-22,7,GALAPAGOS,Kurt Vonnegut
1985,1985-12-22,8,WORLD'S FAIR,E. L. Doctorow
1985,1985-12-22,9,THE SECRETS OF HARRY BRIGHT,Joseph Wambaugh
1985,1985-12-22,10,SKELETON CREW,Stephen King
1985,1985-12-22,11,THE CAT WHO WALKS THROUGH WALLS,Robert A. Heinlein
1985,1985-12-22,12,THE ACCIDENTAL TOURIST,Anne Tyler
1985,1985-12-22,13,WHAT'S BRED IN THE BONE,Robertson Davies
1985,1985-12-22,14,LUCKY,Jackie Collins
1985,1985-12-22,15,THE VAMPIRE LESTAT,Anne Rice
1985,1985-12-29,1,LAKE WOBEGON DAYS,Garrison Keillor
1985,1985-12-29,2,THE MAMMOTH HUNTERS,Jean M. Auel
1985,1985-12-29,3,TEXAS,James A. Michener
1985,1985-12-29,4,CONTACT,Carl Sagan
1985,1985-12-29,5,SECRETS,Danielle Steel
1985,1985-12-29,6,GALAPAGOS,Kurt Vonnegut
1985,1985-12-29,7,THE POLAR EXPRESS,written and illustrated by Chris Van Allsburg
1985,1985-12-29,8,SKELETON CREW,Stephen King
1985,1985-12-29,9,THE CAT WHO WALKS THROUGH WALLS,Robert A. Heinlein
1985,1985-12-29,10,THE SECRETS OF HARRY BRIGHT,Joseph Wambaugh
1985,1985-12-29,11,THE ACCIDENTAL TOURIST,Anne Tyler
1985,1985-12-29,12,WORLD'S FAIR,E. L. Doctorow
1985,1985-12-29,13,WHAT'S BRED IN THE BONE,Robertson Davies
1985,1985-12-29,14,LONDON MATCH,Len Deighton
1985,1985-12-29,15,LUCKY,Jackie Collins
1986,1986-01-05,1,THE MAMMOTH HUNTERS,Jean M. Auel
1986,1986-01-05,2,LAKE WOBEGON DAYS,Garrison Keillor
1986,1986-01-05,3,TEXAS,James A. Michener
1986,1986-01-05,4,CONTACT,Carl Sagan
1986,1986-01-05,5,SECRETS,Danielle Steel
1986,1986-01-05,6,SKELETON CREW,Stephen King
1986,1986-01-05,7,GALAPAGOS,Kurt Vonnegut
1986,1986-01-05,8,THE POLAR EXPRESS,written and illustrated by Chris Van Allsburg
1986,1986-01-05,9,THE SECRETS OF HARRY BRIGHT,Joseph Wambaugh
1986,1986-01-05,10,WORLD'S FAIR,E. L. Doctorow
1986,1986-01-05,11,THE CAT WHO WALKS THROUGH WALLS,Robert A. Heinlein
1986,1986-01-05,12,WHAT'S BRED IN THE BONE,Robertson Davies
1986,1986-01-05,13,THE ACCIDENTAL TOURIST,Anne Tyler
1986,1986-01-05,14,LONDON MATCH,Len Deighton
1986,1986-01-05,15,LUCKY,Jackie Collins
1986,1986-01-05,16,THE VAMPIRE LESTAT,Anne Rice
1986,1986-01-12,1,THE MAMMOTH HUNTERS,Jean M. Auel
1986,1986-01-12,2,TEXAS,James A. Michener
1986,1986-01-12,3,LAKE WOBEGON DAYS,Garrison Keillor
1986,1986-01-12,4,CONTACT,Carl Sagan
1986,1986-01-12,5,SECRETS,Danielle Steel
1986,1986-01-12,6,SKELETON CREW,Stephen King
1986,1986-01-12,7,GALAPAGOS,Kurt Vonnegut
1986,1986-01-12,8,THE SECRETS OF HARRY BRIGHT,Joseph Wambaugh
1986,1986-01-12,9,THE ACCIDENTAL TOURIST,Anne Tyler
1986,1986-01-12,10,THE POLAR EXPRESS,written and illustrated by Chris Van Allsburg
1986,1986-01-12,11,THE CAT WHO WALKS THROUGH WALLS,Robert A. Heinlein
1986,1986-01-12,12,WORLD'S FAIR,E. L. Doctorow
1986,1986-01-12,13,LUCKY,Jackie Collins
1986,1986-01-12,14,THE BACHMAN BOOKS,Stephen King
1986,1986-01-12,15,THE STORYTELLER,Harold Robbins
1986,1986-01-12,16,LONDON MATCH,Len Deighton
1986,1986-01-19,1,THE MAMMOTH HUNTERS,Jean M. Auel
1986,1986-01-19,2,LAKE WOBEGON DAYS,Garrison Keillor
1986,1986-01-19,3,TEXAS,James A. Michener
1986,1986-01-19,4,CONTACT,Carl Sagan
1986,1986-01-19,5,SECRETS,Danielle Steel
1986,1986-01-19,6,GALAPAGOS,Kurt Vonnegut
1986,1986-01-19,7,LUCKY,Jackie Collins
1986,1986-01-19,8,THE ACCIDENTAL TOURIST,Anne Tyler
1986,1986-01-19,9,THE SECRETS OF HARRY BRIGHT,Joseph Wambaugh
1986,1986-01-19,10,WHAT'S BRED IN THE BONE,Robertson Davies
1986,1986-01-19,11,LONDON MATCH,Len Deighton
1986,1986-01-19,12,SKELETON CREW,Stephen King
1986,1986-01-19,13,THE CAT WHO WALKS THROUGH WALLS,Robert A. Heinlein
1986,1986-01-19,14,THE STORYTELLER,Harold Robbins
1986,1986-01-19,15,WORLD'S FAIR,E. L. Doctorow
1986,1986-01-26,1,THE MAMMOTH HUNTERS,Jean M. Auel
1986,1986-01-26,2,LAKE WOBEGON DAYS,Garrison Keillor
1986,1986-01-26,3,TEXAS,James A. Michener
1986,1986-01-26,4,CONTACT,Carl Sagan
1986,1986-01-26,5,SECRETS,Danielle Steel
1986,1986-01-26,6,CYCLOPS,Clive Cussler
1986,1986-01-26,7,THE ACCIDENTAL TOURIST,Anne Tyler
1986,1986-01-26,8,GALAPAGOS,Kurt Vonnegut
1986,1986-01-26,9,LONDON MATCH,Len Deighton
1986,1986-01-26,10,WHAT'S BRED IN THE BONE,Robertson Davies
1986,1986-01-26,11,THE STORYTELLER,Harold Robbins
1986,1986-01-26,12,THE CAT WHO WALKS THROUGH WALLS,Robert A. Heinlein
1986,1986-01-26,13,WORLD'S FAIR,E. L. Doctorow
1986,1986-01-26,14,LUCKY,Jackie Collins
1986,1986-01-26,15,SKELETON CREW,Stephen King
1986,1986-02-02,1,THE MAMMOTH HUNTERS,Jean M. Auel
1986,1986-02-02,2,LAKE WOBEGON DAYS,Garrison Keillor
1986,1986-02-02,3,LIE DOWN WITH LIONS,Ken Follett
1986,1986-02-02,4,CYCLOPS,Clive Cussler
1986,1986-02-02,5,TEXAS,James A. Michener
1986,1986-02-02,6,CONTACT,Carl Sagan
1986,1986-02-02,7,SECRETS,Danielle Steel
1986,1986-02-02,8,THE STORYTELLER,Harold Robbins
1986,1986-02-02,9,GALAPAGOS,Kurt Vonnegut
1986,1986-02-02,10,LONDON MATCH,Len Deighton
1986,1986-02-02,11,WHAT'S BRED IN THE BONE,Robertson Davies
1986,1986-02-02,12,THE ACCIDENTAL TOURIST,Anne Tyler
1986,1986-02-02,13,WORLD'S FAIR,E. L. Doctorow
1986,1986-02-02,14,THE SEVENTH SECRET,Irving Wallace
1986,1986-02-02,15,THE SECRETS OF HARRY BRIGHT,Joseph Wambaugh
1986,1986-02-09,1,THE MAMMOTH HUNTERS,Jean M. Auel
1986,1986-02-09,2,LAKE WOBEGON DAYS,Garrison Keillor
1986,1986-02-09,3,LIE DOWN WITH LIONS,Ken Follett
1986,1986-02-09,4,CYCLOPS,Clive Cussler
1986,1986-02-09,5,TEXAS,James A. Michener
