year,week,rank,title,author
1961,1961-06-04,4,A BURNT-OUT CASE,Graham Greene
1961,1961-06-04,5,HAWAII,James A. Michener
1961,1961-06-04,6,MIDCENTURY,John Dos Passos
1961,1961-06-04,7,DON'T TELL ALFRED,Nancy Mitford
1961,1961-06-04,8,WINNIE ILLE PU,A.A. Milnei
1961,1961-06-04,9,CHINA COURT,Rumer Godden
1961,1961-06-04,10,THE CHATEAU,William Maxwell
1961,1961-06-04,11,ADVISE AND CONSENT,Allen Drury
1961,1961-06-04,12,A JOURNEY TO MATECUMBE,Robert Lewis Taylor
1961,1961-06-04,13,THE INCREDIBLE JOURNEY,Sheila Burnford
1961,1961-06-04,14,MANILA GALLEON,F. Van Wyck Mason
1961,1961-06-04,15,POMP AND CIRCUMSTANCE,Noel Coward
1961,1961-06-04,16,THE HEARTLESS LIGHT,Gerald Green
1961,1961-06-11,1,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-06-11,2,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-06-11,3,THE LAST OF THE JUST,Andre Schwarz-Bart
1961,1961-06-11,4,A BURNT-OUT CASE,Graham Greene
1961,1961-06-11,5,CHINA COURT,Rumer Godden
1961,1961-06-11,6,DON'T TELL ALFRED,Nancy Mitford
1961,1961-06-11,7,HAWAII,James A. Michener
1961,1961-06-11,8,THE CHATEAU,William Maxwell
1961,1961-06-11,9,WINNIE ILLE PU,A.A. Milnei
1961,1961-06-11,10,MIDCENTURY,John Dos Passos
1961,1961-06-11,11,ADVISE AND CONSENT,Allen Drury
1961,1961-06-11,12,A SHOOTING STAR,Wallace Stegner
1961,1961-06-11,13,THE INCREDIBLE JOURNEY,Sheila Burnford
1961,1961-06-11,14,POMP AND CIRCUMSTANCE,Noel Coward
1961,1961-06-11,15,MOTHERS AND DAUGHTERS,Evan Hunter
1961,1961-06-11,16,MANILA GALLEON,F. Van Wyck Mason
1961,1961-06-18,1,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-06-18,2,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-06-18,3,THE LAST OF THE JUST,Andre Schwarz-Bart
1961,1961-06-18,4,A BURNT-OUT CASE,Graham Greene
1961,1961-06-18,5,HAWAII,James A. Michener
1961,1961-06-18,6,CHINA COURT,Rumer Godden
1961,1961-06-18,7,WINNIE ILLE PU,A.A. Milnei
1961,1961-06-18,8,A JOURNEY TO MATECUMBE,Robert Lewis Taylor
1961,1961-06-18,9,DON'T TELL ALFRED,Nancy Mitford
1961,1961-06-18,10,MILA 18,Leon Uris
1961,1961-06-18,11,A SHOOTING STAR,Wallace Stegner
1961,1961-06-18,12,THE CHATEAU,William Maxwell
1961,1961-06-18,13,ADVISE AND CONSENT,Allen Drury
1961,1961-06-18,14,THE INCREDIBLE JOURNEY,Sheila Burnford
1961,1961-06-18,15,MIDCENTURY,John Dos Passos
1961,1961-06-18,16,MOTHERS AND DAUGHTERS,Evan Hunter
1961,1961-06-25,1,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-06-25,2,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-06-25,3,THE LAST OF THE JUST,Andre Schwarz-Bart
1961,1961-06-25,4,MILA 18,Leon Uris
1961,1961-06-25,5,A BURNT-OUT CASE,Graham Greene
1961,1961-06-25,6,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-06-25,7,HAWAII,James A. Michener
1961,1961-06-25,8,CHINA COURT,Rumer Godden
1961,1961-06-25,9,THE CARPETBAGGERS,Harold Robbins
1961,1961-06-25,10,A JOURNEY TO MATECUMBE,Robert Lewis Taylor
1961,1961-06-25,11,DON'T TELL ALFRED,Nancy Mitford
1961,1961-06-25,12,THE CHATEAU,William Maxwell
1961,1961-06-25,13,MIDCENTURY,John Dos Passos
1961,1961-06-25,14,MOTHERS AND DAUGHTERS,Evan Hunter
1961,1961-06-25,15,ADVISE AND CONSENT,Allen Drury
1961,1961-06-25,16,WINNIE ILLE PU,A.A. Milnei
1961,1961-07-02,1,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-07-02,2,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-07-02,3,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-07-02,4,MILA 18,Leon Uris
1961,1961-07-02,5,THE LAST OF THE JUST,Andre Schwarz-Bart
1961,1961-07-02,6,A BURNT-OUT CASE,Graham Greene
1961,1961-07-02,7,A SHOOTING STAR,Wallace Stegner
1961,1961-07-02,8,CHINA COURT,Rumer Godden
1961,1961-07-02,9,A JOURNEY TO MATECUMBE,Robert Lewis Taylor
1961,1961-07-02,10,TROPIC OF CANCER,Henry Miller
1961,1961-07-02,11,HAWAII,James A. Michener
1961,1961-07-02,12,THE CARPETBAGGERS,Harold Robbins
1961,1961-07-02,13,MOTHERS AND DAUGHTERS,Evan Hunter
1961,1961-07-02,14,ADVISE AND CONSENT,Allen Drury
1961,1961-07-02,15,WINNIE ILLE PU,A.A. Milnei
1961,1961-07-02,16,DON'T TELL ALFRED,Nancy Mitford
1961,1961-07-09,1,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-07-09,2,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-07-09,3,MILA 18,Leon Uris
1961,1961-07-09,4,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-07-09,5,THE LAST OF THE JUST,Andre Schwarz-Bart
1961,1961-07-09,6,THE WINTER OF OUR DISCONTENT,John Steinbeck
1961,1961-07-09,7,HAWAII,James A. Michener
1961,1961-07-09,8,TROPIC OF CANCER,Henry Miller
1961,1961-07-09,9,A BURNT-OUT CASE,Graham Greene
1961,1961-07-09,10,A SHOOTING STAR,Wallace Stegner
1961,1961-07-09,11,A JOURNEY TO MATECUMBE,Robert Lewis Taylor
1961,1961-07-09,12,CHINA COURT,Rumer Godden
1961,1961-07-09,13,THE CHATEAU,William Maxwell
1961,1961-07-09,14,ADVISE AND CONSENT,Allen Drury
1961,1961-07-09,15,WINNIE ILLE PU,A.A. Milnei
1961,1961-07-09,16,MIDCENTURY,John Dos Passos
1961,1961-07-16,1,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-07-16,2,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-07-16,3,MILA 18,Leon Uris
1961,1961-07-16,4,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-07-16,5,THE WINTER OF OUR DISCONTENT,John Steinbeck
1961,1961-07-16,6,TROPIC OF CANCER,Henry Miller
1961,1961-07-16,7,THE CARPETBAGGERS,Harold Robbins
1961,1961-07-16,8,THE LAST OF THE JUST,Andre Schwarz-Bart
1961,1961-07-16,9,A BURNT-OUT CASE,Graham Greene
1961,1961-07-16,10,HAWAII,James A. Michener
1961,1961-07-16,11,CHINA COURT,Rumer Godden
1961,1961-07-16,12,MOTHERS AND DAUGHTERS,Evan Hunter
1961,1961-07-16,13,A JOURNEY TO MATECUMBE,Robert Lewis Taylor
1961,1961-07-16,14,A SHOOTING STAR,Wallace Stegner
1961,1961-07-16,15,THE INCREDIBLE JOURNEY,Sheila Burnford
1961,1961-07-16,16,DON'T TELL ALFRED,Nancy Mitford
1961,1961-07-23,1,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-07-23,2,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-07-23,3,MILA 18,Leon Uris
1961,1961-07-23,4,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-07-23,5,TROPIC OF CANCER,Henry Miller
1961,1961-07-23,6,THE WINTER OF OUR DISCONTENT,John Steinbeck
1961,1961-07-23,7,THE CARPETBAGGERS,Harold Robbins
1961,1961-07-23,8,THE LAST OF THE JUST,Andre Schwarz-Bart
1961,1961-07-23,9,REMBRANDT,Gladys Schmitt
1961,1961-07-23,10,A BURNT-OUT CASE,Graham Greene
1961,1961-07-23,11,MOTHERS AND DAUGHTERS,Evan Hunter
1961,1961-07-23,12,THE INCREDIBLE JOURNEY,Sheila Burnford
1961,1961-07-23,13,A SHOOTING STAR,Wallace Stegner
1961,1961-07-23,14,A JOURNEY TO MATECUMBE,Robert Lewis Taylor
1961,1961-07-23,15,HAWAII,James A. Michener
1961,1961-07-23,16,ADVISE AND CONSENT,Allen Drury
1961,1961-07-30,1,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-07-30,2,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-07-30,3,MILA 18,Leon Uris
1961,1961-07-30,4,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-07-30,5,THE WINTER OF OUR DISCONTENT,John Steinbeck
1961,1961-07-30,6,TROPIC OF CANCER,Henry Miller
1961,1961-07-30,7,THE CARPETBAGGERS,Harold Robbins
1961,1961-07-30,8,REMBRANDT,Gladys Schmitt
1961,1961-07-30,9,THE LAST OF THE JUST,Andre Schwarz-Bart
1961,1961-07-30,10,MOTHERS AND DAUGHTERS,Evan Hunter
1961,1961-07-30,11,A SHOOTING STAR,Wallace Stegner
1961,1961-07-30,12,A JOURNEY TO MATECUMBE,Robert Lewis Taylor
1961,1961-07-30,13,HAWAII,James A. Michener
1961,1961-07-30,14,CHINA COURT,Rumer Godden
1961,1961-07-30,15,A BURNT-OUT CASE,Graham Greene
1961,1961-07-30,16,ADVISE AND CONSENT,Allen Drury
1961,1961-08-06,1,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-08-06,2,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-08-06,3,MILA 18,Leon Uris
1961,1961-08-06,4,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-08-06,5,THE WINTER OF OUR DISCONTENT,John Steinbeck
1961,1961-08-06,6,TROPIC OF CANCER,Henry Miller
1961,1961-08-06,7,THE CARPETBAGGERS,Harold Robbins
1961,1961-08-06,8,REMBRANDT,Gladys Schmitt
1961,1961-08-06,9,A SHOOTING STAR,Wallace Stegner
1961,1961-08-06,10,A JOURNEY TO MATECUMBE,Robert Lewis Taylor
1961,1961-08-06,11,MOTHERS AND DAUGHTERS,Evan Hunter
1961,1961-08-06,12,THE INCREDIBLE JOURNEY,Sheila Burnford
1961,1961-08-06,13,HAWAII,James A. Michener
1961,1961-08-06,14,CHINA COURT,Rumer Godden
1961,1961-08-06,15,A BURNT-OUT CASE,Graham Greene
1961,1961-08-06,16,THE LAST OF THE JUST,Andre Schwarz-Bart
1961,1961-08-13,1,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-08-13,2,MILA 18,Leon Uris
1961,1961-08-13,3,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-08-13,4,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-08-13,5,THE WINTER OF OUR DISCONTENT,John Steinbeck
1961,1961-08-13,6,TROPIC OF CANCER,Henry Miller
1961,1961-08-13,7,THE CARPETBAGGERS,Harold Robbins
1961,1961-08-13,8,REMBRANDT,Gladys Schmitt
1961,1961-08-13,9,MOTHERS AND DAUGHTERS,Evan Hunter
1961,1961-08-13,10,A JOURNEY TO MATECUMBE,Robert Lewis Taylor
1961,1961-08-13,11,THE LAST OF THE JUST,Andre Schwarz-Bart
1961,1961-08-13,12,A BURNT-OUT CASE,Graham Greene
1961,1961-08-13,13,THE CHATEAU,William Maxwell
1961,1961-08-13,14,CHINA COURT,Rumer Godden
1961,1961-08-13,15,THE INCREDIBLE JOURNEY,Sheila Burnford
1961,1961-08-13,16,SO IT WAS JUST A SIMPLE WEDDING,Sara Kasdan
1961,1961-08-20,1,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-08-20,2,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-08-20,3,MILA 18,Leon Uris
1961,1961-08-20,4,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-08-20,5,THE WINTER OF OUR DISCONTENT,John Steinbeck
1961,1961-08-20,6,THE CARPETBAGGERS,Harold Robbins
1961,1961-08-20,7,TROPIC OF CANCER,Henry Miller
1961,1961-08-20,8,REMBRANDT,Gladys Schmitt
1961,1961-08-20,9,A JOURNEY TO MATECUMBE,Robert Lewis Taylor
1961,1961-08-20,10,CHINA COURT,Rumer Godden
1961,1961-08-20,11,A SHOOTING STAR,Wallace Stegner
1961,1961-08-20,12,THE INCREDIBLE JOURNEY,Sheila Burnford
1961,1961-08-20,13,MOTHERS AND DAUGHTERS,Evan Hunter
1961,1961-08-20,14,HAWAII,James A. Michener
1961,1961-08-20,15,THE LAST OF THE JUST,Andre Schwarz-Bart
1961,1961-08-20,16,THE CHATEAU,William Maxwell
1961,1961-08-27,1,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-08-27,2,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-08-27,3,MILA 18,Leon Uris
1961,1961-08-27,4,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-08-27,5,THE WINTER OF OUR DISCONTENT,John Steinbeck
1961,1961-08-27,6,THE CARPETBAGGERS,Harold Robbins
1961,1961-08-27,7,TROPIC OF CANCER,Henry Miller
1961,1961-08-27,8,REMBRANDT,Gladys Schmitt
1961,1961-08-27,9,A SHOOTING STAR,Wallace Stegner
1961,1961-08-27,10,MOTHERS AND DAUGHTERS,Evan Hunter
1961,1961-08-27,11,A JOURNEY TO MATECUMBE,Robert Lewis Taylor
1961,1961-08-27,12,THE INCREDIBLE JOURNEY,Sheila Burnford
1961,1961-08-27,13,THE LAST OF THE JUST,Andre Schwarz-Bart
1961,1961-08-27,14,A SEASON OF MISTS,Honor Tracy
1961,1961-08-27,15,THE OFF-ISLANDERS,Nathaniel Benchley
1961,1961-08-27,16,HAWAII,James A. Michener
1961,1961-09-03,1,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-09-03,2,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-09-03,3,MILA 18,Leon Uris
1961,1961-09-03,4,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-09-03,5,THE WINTER OF OUR DISCONTENT,John Steinbeck
1961,1961-09-03,6,THE CARPETBAGGERS,Harold Robbins
1961,1961-09-03,7,TROPIC OF CANCER,Henry Miller
1961,1961-09-03,8,REMBRANDT,Gladys Schmitt
1961,1961-09-03,9,MOTHERS AND DAUGHTERS,Evan Hunter
1961,1961-09-03,10,THE INCREDIBLE JOURNEY,Sheila Burnford
1961,1961-09-03,11,MASTER OF THIS VESSEL,Gwyn Griffin
1961,1961-09-03,12,A JOURNEY TO MATECUMBE,Robert Lewis Taylor
1961,1961-09-03,13,THE LAST OF THE JUST,Andre Schwarz-Bart
1961,1961-09-03,14,HAWAII,James A. Michener
1961,1961-09-03,15,CLOCK WITHOUT HANDS,Carson McCullers
1961,1961-09-03,16,A BURNT-OUT CASE,Graham Greene
1961,1961-09-10,1,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-09-10,2,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-09-10,3,MILA 18,Leon Uris
1961,1961-09-10,4,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-09-10,5,THE WINTER OF OUR DISCONTENT,John Steinbeck
1961,1961-09-10,6,THE CARPETBAGGERS,Harold Robbins
1961,1961-09-10,7,TROPIC OF CANCER,Henry Miller
1961,1961-09-10,8,REMBRANDT,Gladys Schmitt
1961,1961-09-10,9,THE INCREDIBLE JOURNEY,Sheila Burnford
1961,1961-09-10,10,CLOCK WITHOUT HANDS,Carson McCullers
1961,1961-09-10,11,HAWAII,James A. Michener
1961,1961-09-10,12,MOTHERS AND DAUGHTERS,Evan Hunter
1961,1961-09-10,13,MASTER OF THIS VESSEL,Gwyn Griffin
1961,1961-09-10,14,A JOURNEY TO MATECUMBE,Robert Lewis Taylor
1961,1961-09-10,15,A MAN IN A MIRROR,Richard Llewellyn
1961,1961-09-10,16,THE LAST OF THE JUST,Andre Schwarz-Bart
1961,1961-09-17,1,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-09-17,2,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-09-17,3,THE CARPETBAGGERS,Harold Robbins
1961,1961-09-17,4,MILA 18,Leon Uris
1961,1961-09-17,5,THE WINTER OF OUR DISCONTENT,John Steinbeck
1961,1961-09-17,6,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-09-17,7,TROPIC OF CANCER,Henry Miller
1961,1961-09-17,8,REMBRANDT,Gladys Schmitt
1961,1961-09-17,9,CLOCK WITHOUT HANDS,Carson McCullers
1961,1961-09-17,10,MOTHERS AND DAUGHTERS,Evan Hunter
1961,1961-09-17,11,A MAN IN A MIRROR,Richard Llewellyn
1961,1961-09-17,12,LILITH,J.R. Salamanca
1961,1961-09-17,13,THE OFF-ISLANDERS,Nathaniel Benchley
1961,1961-09-17,14,THE INCREDIBLE JOURNEY,Sheila Burnford
1961,1961-09-17,15,THE LAST OF THE JUST,Andre Schwarz-Bart
1961,1961-09-17,16,A JOURNEY TO MATECUMBE,Robert Lewis Taylor
1961,1961-09-24,1,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-09-24,2,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-09-24,3,MILA 18,Leon Uris
1961,1961-09-24,4,THE CARPETBAGGERS,Harold Robbins
1961,1961-09-24,5,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-09-24,6,THE WINTER OF OUR DISCONTENT,John Steinbeck
1961,1961-09-24,7,TROPIC OF CANCER,Henry Miller
1961,1961-09-24,8,CLOCK WITHOUT HANDS,Carson McCullers
1961,1961-09-24,9,REMBRANDT,Gladys Schmitt
1961,1961-09-24,10,FRANNY AND ZOOEY,J.D. Salinger
1961,1961-09-24,11,MOTHERS AND DAUGHTERS,Evan Hunter
1961,1961-09-24,12,A SHOOTING STAR,Wallace Stegner
1961,1961-09-24,13,THE INCREDIBLE JOURNEY,Sheila Burnford
1961,1961-09-24,14,A MAN IN A MIRROR,Richard Llewellyn
1961,1961-09-24,15,THE OFF-ISLANDERS,Nathaniel Benchley
1961,1961-09-24,16,A JOURNEY TO MATECUMBE,Robert Lewis Taylor
1961,1961-10-01,1,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-10-01,2,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-10-01,3,THE CARPETBAGGERS,Harold Robbins
1961,1961-10-01,4,MILA 18,Leon Uris
1961,1961-10-01,5,THE WINTER OF OUR DISCONTENT,John Steinbeck
1961,1961-10-01,6,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-10-01,7,TROPIC OF CANCER,Henry Miller
1961,1961-10-01,8,FRANNY AND ZOOEY,J.D. Salinger
1961,1961-10-01,9,REMBRANDT,Gladys Schmitt
1961,1961-10-01,10,CLOCK WITHOUT HANDS,Carson McCullers
1961,1961-10-01,11,THE INCREDIBLE JOURNEY,Sheila Burnford
1961,1961-10-01,12,A MAN IN A MIRROR,Richard Llewellyn
1961,1961-10-01,13,A JOURNEY TO MATECUMBE,Robert Lewis Taylor
1961,1961-10-01,14,THE SMALL ROOM,May Sarton
1961,1961-10-01,15,THE HOUSE AT OLD VINE,Norah Lofts
1961,1961-10-01,16,MOTHERS AND DAUGHTERS,Evan Hunter
1961,1961-10-08,1,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-10-08,2,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-10-08,3,FRANNY AND ZOOEY,J.D. Salinger
1961,1961-10-08,4,THE CARPETBAGGERS,Harold Robbins
1961,1961-10-08,5,MILA 18,Leon Uris
1961,1961-10-08,6,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-10-08,7,THE WINTER OF OUR DISCONTENT,John Steinbeck
1961,1961-10-08,8,TROPIC OF CANCER,Henry Miller
1961,1961-10-08,9,CLOCK WITHOUT HANDS,Carson McCullers
1961,1961-10-08,10,REMBRANDT,Gladys Schmitt
1961,1961-10-08,11,THE INCREDIBLE JOURNEY,Sheila Burnford
1961,1961-10-08,12,THE HOUSE AT OLD VINE,Norah Lofts
1961,1961-10-08,13,CHAIRMAN OF THE BORED,Edward Streeter
1961,1961-10-08,14,A JOURNEY TO MATECUMBE,Robert Lewis Taylor
1961,1961-10-08,15,A MAN IN A MIRROR,Richard Llewellyn
1961,1961-10-08,16,THE SMALL ROOM,May Sarton
1961,1961-10-15,1,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-10-15,2,FRANNY AND ZOOEY,J.D. Salinger
1961,1961-10-15,3,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-10-15,4,THE CARPETBAGGERS,Harold Robbins
1961,1961-10-15,5,MILA 18,Leon Uris
1961,1961-10-15,6,TROPIC OF CANCER,Henry Miller
1961,1961-10-15,7,THE WINTER OF OUR DISCONTENT,John Steinbeck
1961,1961-10-15,8,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-10-15,9,CLOCK WITHOUT HANDS,Carson McCullers
1961,1961-10-15,10,THE INCREDIBLE JOURNEY,Sheila Burnford
1961,1961-10-15,11,REMBRANDT,Gladys Schmitt
1961,1961-10-15,12,CHAIRMAN OF THE BORED,Edward Streeter
1961,1961-10-15,13,THE SMALL ROOM,May Sarton
1961,1961-10-15,14,THE HOUSE AT OLD VINE,Norah Lofts
1961,1961-10-15,15,A JOURNEY TO MATECUMBE,Robert Lewis Taylor
1961,1961-10-15,16,THE SEA 'VENTURE,F. Van Wyck Mason
1961,1961-10-22,1,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-10-22,2,FRANNY AND ZOOEY,J.D. Salinger
1961,1961-10-22,3,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-10-22,4,THE CARPETBAGGERS,Harold Robbins
1961,1961-10-22,5,MILA 18,Leon Uris
1961,1961-10-22,6,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-10-22,7,CLOCK WITHOUT HANDS,Carson McCullers
1961,1961-10-22,8,TROPIC OF CANCER,Henry Miller
1961,1961-10-22,9,THE WINTER OF OUR DISCONTENT,John Steinbeck
1961,1961-10-22,10,THE WHITE RAJAH,Nicholas Monsarrat
1961,1961-10-22,11,REMBRANDT,Gladys Schmitt
1961,1961-10-22,12,CHAIRMAN OF THE BORED,Edward Streeter
1961,1961-10-22,13,THE INCREDIBLE JOURNEY,Sheila Burnford
1961,1961-10-22,14,SPIRIT LAKE,MacKinlay Kantor
1961,1961-10-22,15,A JOURNEY TO MATECUMBE,Robert Lewis Taylor
1961,1961-10-22,16,THE HOUSE AT OLD VINE,Norah Lofts
1961,1961-10-29,1,FRANNY AND ZOOEY,J.D. Salinger
1961,1961-10-29,2,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-10-29,3,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-10-29,4,THE CARPETBAGGERS,Harold Robbins
1961,1961-10-29,5,MILA 18,Leon Uris
1961,1961-10-29,6,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-10-29,7,CLOCK WITHOUT HANDS,Carson McCullers
1961,1961-10-29,8,THE WINTER OF OUR DISCONTENT,John Steinbeck
1961,1961-10-29,9,TROPIC OF CANCER,Henry Miller
1961,1961-10-29,10,THE INCREDIBLE JOURNEY,Sheila Burnford
1961,1961-10-29,11,CHAIRMAN OF THE BORED,Edward Streeter
1961,1961-10-29,12,THE WHITE RAJAH,Nicholas Monsarrat
1961,1961-10-29,13,THE HOUSE AT OLD VINE,Norah Lofts
1961,1961-10-29,14,THE MOON AND THE THORN,B.J. Chute
1961,1961-10-29,15,REMBRANDT,Gladys Schmitt
1961,1961-10-29,16,SPIRIT LAKE,MacKinlay Kantor
1961,1961-11-05,1,FRANNY AND ZOOEY,J.D. Salinger
1961,1961-11-05,2,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-11-05,3,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-11-05,4,THE CARPETBAGGERS,Harold Robbins
1961,1961-11-05,5,MILA 18,Leon Uris
1961,1961-11-05,6,TROPIC OF CANCER,Henry Miller
1961,1961-11-05,7,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-11-05,8,CLOCK WITHOUT HANDS,Carson McCullers
1961,1961-11-05,9,THE WHITE RAJAH,Nicholas Monsarrat
1961,1961-11-05,10,THE WINTER OF OUR DISCONTENT,John Steinbeck
1961,1961-11-05,11,THE INCREDIBLE JOURNEY,Sheila Burnford
1961,1961-11-05,12,CHAIRMAN OF THE BORED,Edward Streeter
1961,1961-11-05,13,REMBRANDT,Gladys Schmitt
1961,1961-11-05,14,THE HOUSE AT OLD VINE,Norah Lofts
1961,1961-11-05,15,SPIRIT LAKE,MacKinlay Kantor
1961,1961-11-05,16,LITTLE ME,Patrick Dennis
1961,1961-11-12,1,FRANNY AND ZOOEY,J.D. Salinger
1961,1961-11-12,2,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-11-12,3,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-11-12,4,THE CARPETBAGGERS,Harold Robbins
1961,1961-11-12,5,MILA 18,Leon Uris
1961,1961-11-12,6,SPIRIT LAKE,MacKinlay Kantor
1961,1961-11-12,7,TROPIC OF CANCER,Henry Miller
1961,1961-11-12,8,CLOCK WITHOUT HANDS,Carson McCullers
1961,1961-11-12,9,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-11-12,10,CHAIRMAN OF THE BORED,Edward Streeter
1961,1961-11-12,11,THE WHITE RAJAH,Nicholas Monsarrat
1961,1961-11-12,12,THE JUDAS TREE,A.J. Cronin
1961,1961-11-12,13,THE WINTER OF OUR DISCONTENT,John Steinbeck
1961,1961-11-12,14,REMBRANDT,Gladys Schmitt
1961,1961-11-12,15,THE PEACEMAKERS,Marquis William Childs
1961,1961-11-12,16,LITTLE ME,Patrick Dennis
1961,1961-11-19,1,FRANNY AND ZOOEY,J.D. Salinger
1961,1961-11-19,2,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-11-19,3,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-11-19,4,THE CARPETBAGGERS,Harold Robbins
1961,1961-11-19,5,SPIRIT LAKE,MacKinlay Kantor
1961,1961-11-19,6,MILA 18,Leon Uris
1961,1961-11-19,7,TROPIC OF CANCER,Henry Miller
1961,1961-11-19,8,CLOCK WITHOUT HANDS,Carson McCullers
1961,1961-11-19,9,CHAIRMAN OF THE BORED,Edward Streeter
1961,1961-11-19,10,LITTLE ME,Patrick Dennis
1961,1961-11-19,11,THE WHITE RAJAH,Nicholas Monsarrat
1961,1961-11-19,12,THE JUDAS TREE,A.J. Cronin
1961,1961-11-19,13,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-11-19,14,THE INCREDIBLE JOURNEY,Sheila Burnford
1961,1961-11-19,15,THE PEACEMAKERS,Marquis William Childs
1961,1961-11-19,16,THE WINTER OF OUR DISCONTENT,John Steinbeck
1961,1961-11-26,1,FRANNY AND ZOOEY,J.D. Salinger
1961,1961-11-26,2,THE AGONY AND THE ECSTASY,Irving Stone
1961,1961-11-26,3,TO KILL A MOCKINGBIRD,Harper Lee
1961,1961-11-26,4,THE CARPETBAGGERS,Harold Robbins
1961,1961-11-26,5,SPIRIT LAKE,MacKinlay Kantor
1961,1961-11-26,6,CHAIRMAN OF THE BORED,Edward Streeter
1961,1961-11-26,7,CLOCK WITHOUT HANDS,Carson McCullers
1961,1961-11-26,8,LITTLE ME,Patrick Dennis
1961,1961-11-26,9,MILA 18,Leon Uris
1961,1961-11-26,10,TROPIC OF CANCER,Henry Miller
1961,1961-11-26,11,THE JUDAS TREE,A.J. Cronin
1961,1961-11-26,12,THE EDGE OF SADNESS,Edwin O'Connor
1961,1961-11-26,13,THE INCREDIBLE JOURNEY,Sheila Burnford
1961,1961-11-26,14,THE WHITE RAJAH,Nicholas Monsarrat
1961,1961-11-26,15,THE WINTER OF OUR DISCONTENT,John Steinbeck
1961,1961-11-26,16,THE PEACEMAKERS,Marquis William Childs
