year,week,rank,title,author
2022,2022-03-27,7,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-03-27,8,THE GOLDEN COUPLE,Greer Hendricks and Sarah Pekkanen
2022,2022-03-27,9,THE LIGHTNING ROD,Brad Meltzer
2022,2022-03-27,10,ONE ITALIAN SUMMER,Rebecca Serle
2022,2022-03-27,11,THE LOVE HYPOTHESIS,Ali Hazelwood
2022,2022-03-27,12,PEOPLE WE MEET ON VACATION,Emily Henry
2022,2022-03-27,13,THE MIDNIGHT LIBRARY,Matt Haig
2022,2022-03-27,14,THE LINCOLN HIGHWAY,Amor Towles
2022,2022-03-27,15,THE MAID,Nita Prose
2022,2022-04-03,1,THE MATCH,Harlan Coben
2022,2022-04-03,2,"RUN, ROSE, RUN",Dolly Parton and James Patterson
2022,2022-04-03,3,IT ENDS WITH US,Colleen Hoover
2022,2022-04-03,4,VERITY,Colleen Hoover
2022,2022-04-03,5,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-04-03,6,SHADOWS REEL,C.J. Box
2022,2022-04-03,7,THE PARIS APARTMENT,Lucy Foley
2022,2022-04-03,8,THE MAID,Nita Prose
2022,2022-04-03,9,GIVE UNTO OTHERS,Donna Leon
2022,2022-04-03,10,THE KAIJU PRESERVATION SOCIETY,John Scalzi
2022,2022-04-03,11,NOVEMBER 9,Colleen Hoover
2022,2022-04-03,12,THE LIGHTNING ROD,Brad Meltzer
2022,2022-04-03,13,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-04-03,14,THE LOVE HYPOTHESIS,Ali Hazelwood
2022,2022-04-03,15,ONE ITALIAN SUMMER,Rebecca Serle
2022,2022-04-10,1,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-04-10,2,"RUN, ROSE, RUN",Dolly Parton and James Patterson
2022,2022-04-10,3,THE RECOVERY AGENT,Janet Evanovich
2022,2022-04-10,4,IT ENDS WITH US,Colleen Hoover
2022,2022-04-10,5,VERITY,Colleen Hoover
2022,2022-04-10,6,A SAFE HOUSE,Stuart Woods
2022,2022-04-10,7,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-04-10,8,A SUNLIT WEAPON,Jacqueline Winspear
2022,2022-04-10,9,FRENCH BRAID,Anne Tyler
2022,2022-04-10,10,THE MATCH,Harlan Coben
2022,2022-04-10,11,THE PARIS APARTMENT,Lucy Foley
2022,2022-04-10,12,UGLY LOVE,Colleen Hoover
2022,2022-04-10,13,NOVEMBER 9,Colleen Hoover
2022,2022-04-10,14,SHADOWS REEL,C.J. Box
2022,2022-04-10,15,THE LOVE HYPOTHESIS,Ali Hazelwood
2022,2022-04-17,1,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-04-17,2,"RUN, ROSE, RUN",Dolly Parton and James Patterson
2022,2022-04-17,3,THE VISCOUNT WHO LOVED ME,Julia Quinn
2022,2022-04-17,4,IT ENDS WITH US,Colleen Hoover
2022,2022-04-17,5,VERITY,Colleen Hoover
2022,2022-04-17,6,WHAT HAPPENED TO THE BENNETTS,Lisa Scottoline
2022,2022-04-17,7,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-04-17,8,THE DUKE AND I,Julia Quinn
2022,2022-04-17,9,THE DIAMOND EYE,Kate Quinn
2022,2022-04-17,10,UGLY LOVE,Colleen Hoover
2022,2022-04-17,11,AN OFFER FROM A GENTLEMAN,Julia Quinn
2022,2022-04-17,12,THE RECOVERY AGENT,Janet Evanovich
2022,2022-04-17,13,THE PARIS APARTMENT,Lucy Foley
2022,2022-04-17,14,ROMANCING MISTER BRIDGERTON,Julia Quinn
2022,2022-04-17,15,NOVEMBER 9,Colleen Hoover
2022,2022-04-24,1,IT ENDS WITH US,Colleen Hoover
2022,2022-04-24,2,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-04-24,3,SEA OF TRANQUILITY,Emily St. John Mandel
2022,2022-04-24,4,VERITY,Colleen Hoover
2022,2022-04-24,5,"RUN, ROSE, RUN",Dolly Parton and James Patterson
2022,2022-04-24,6,THE VISCOUNT WHO LOVED ME,Julia Quinn
2022,2022-04-24,7,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-04-24,8,LOVER ARISEN,J.R. Ward
2022,2022-04-24,9,THE DUKE AND I,Julia Quinn
2022,2022-04-24,10,UGLY LOVE,Colleen Hoover
2022,2022-04-24,11,WHAT HAPPENED TO THE BENNETTS,Lisa Scottoline
2022,2022-04-24,12,THE PARIS APARTMENT,Lucy Foley
2022,2022-04-24,13,THE CANDY HOUSE,Jennifer Egan
2022,2022-04-24,14,NOVEMBER 9,Colleen Hoover
2022,2022-04-24,15,AN OFFER FROM A GENTLEMAN,Julia Quinn
2022,2022-05-01,1,THE INVESTIGATOR,John Sandford
2022,2022-05-01,2,IT ENDS WITH US,Colleen Hoover
2022,2022-05-01,3,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-05-01,4,VERITY,Colleen Hoover
2022,2022-05-01,5,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-05-01,6,"RUN, ROSE, RUN",Dolly Parton and James Patterson
2022,2022-05-01,7,THE SACRED BRIDGE,Anne Hillerman
2022,2022-05-01,8,UGLY LOVE,Colleen Hoover
2022,2022-05-01,9,THE VISCOUNT WHO LOVED ME,Julia Quinn
2022,2022-05-01,10,SEA OF TRANQUILITY,Emily St. John Mandel
2022,2022-05-01,11,WHAT HAPPENED TO THE BENNETTS,Lisa Scottoline
2022,2022-05-01,12,THE DUKE AND I,Julia Quinn
2022,2022-05-01,13,NOVEMBER 9,Colleen Hoover
2022,2022-05-01,14,THE PARIS APARTMENT,Lucy Foley
2022,2022-05-01,15,THE LOVE HYPOTHESIS,Ali Hazelwood
2022,2022-05-08,1,DREAM TOWN,David Baldacci
2022,2022-05-08,2,BEAUTIFUL,Danielle Steel
2022,2022-05-08,3,IT ENDS WITH US,Colleen Hoover
2022,2022-05-08,4,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-05-08,5,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-05-08,6,KINGDOM OF BONES,James Rollins
2022,2022-05-08,7,VERITY,Colleen Hoover
2022,2022-05-08,8,DEATH OF THE BLACK WIDOW,James Patterson and J.D. Barker
2022,2022-05-08,9,THE INVESTIGATOR,John Sandford
2022,2022-05-08,10,"RUN, ROSE, RUN",Dolly Parton and James Patterson
2022,2022-05-08,11,UGLY LOVE,Colleen Hoover
2022,2022-05-08,12,SEA OF TRANQUILITY,Emily St. John Mandel
2022,2022-05-08,13,PART OF YOUR WORLD,AbJimenez
2022,2022-05-08,14,THE PARIS APARTMENT,Lucy Foley
2022,2022-05-08,15,WHAT HAPPENED TO THE BENNETTS,Lisa Scottoline
2022,2022-05-15,1,IT ENDS WITH US,Colleen Hoover
2022,2022-05-15,2,DREAM TOWN,David Baldacci
2022,2022-05-15,3,CITY ON FIRE,Don Winslow
2022,2022-05-15,4,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-05-15,5,VERITY,Colleen Hoover
2022,2022-05-15,6,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-05-15,7,SHADOW FIRE,Christine Feehan
2022,2022-05-15,8,THE GOOD LEFT UNDONE,Adriana Trigiani
2022,2022-05-15,9,"RUN, ROSE, RUN",Dolly Parton and James Patterson
2022,2022-05-15,10,THE INVESTIGATOR,John Sandford
2022,2022-05-15,11,UGLY LOVE,Colleen Hoover
2022,2022-05-15,12,BETTER OFF DEAD,Lee Child and Andrew Child
2022,2022-05-15,13,SEA OF TRANQUILITY,Emily St. John Mandel
2022,2022-05-15,14,NOVEMBER 9,Colleen Hoover
2022,2022-05-15,15,THE PARIS APARTMENT,Lucy Foley
2022,2022-05-22,1,BOOK LOVERS,Emily Henry
2022,2022-05-22,2,22 SECONDS,James Patterson and Maxine Paetro
2022,2022-05-22,3,IT ENDS WITH US,Colleen Hoover
2022,2022-05-22,4,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-05-22,5,VERITY,Colleen Hoover
2022,2022-05-22,6,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-05-22,7,BOOK OF NIGHT,Holly Black
2022,2022-05-22,8,THE HOMEWRECKERS,Mary Kay Andrews
2022,2022-05-22,9,DREAM TOWN,David Baldacci
2022,2022-05-22,10,"RUN, ROSE, RUN",Dolly Parton and James Patterson
2022,2022-05-22,11,UGLY LOVE,Colleen Hoover
2022,2022-05-22,12,BETTER OFF DEAD,Lee Child and Andrew Child
2022,2022-05-22,13,THE BOOK WOMAN'S DAUGHTER,Kim Michele Richardson
2022,2022-05-22,14,THE INVESTIGATOR,John Sandford
2022,2022-05-22,15,PEOPLE WE MEET ON VACATION,Emily Henry
2022,2022-05-29,1,BOOK LOVERS,Emily Henry
2022,2022-05-29,2,IT ENDS WITH US,Colleen Hoover
2022,2022-05-29,3,22 SECONDS,James Patterson and Maxine Paetro
2022,2022-05-29,4,THE SUMMER PLACE,Jennifer Weiner
2022,2022-05-29,5,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-05-29,6,VERITY,Colleen Hoover
2022,2022-05-29,7,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-05-29,8,BETTER OFF DEAD,Lee Child and Andrew Child
2022,2022-05-29,9,UGLY LOVE,Colleen Hoover
2022,2022-05-29,10,DREAM TOWN,David Baldacci
2022,2022-05-29,11,THE LIONESS,Chris Bohjalian
2022,2022-05-29,12,"RUN, ROSE, RUN",Dolly Parton and James Patterson
2022,2022-05-29,13,PEOPLE WE MEET ON VACATION,Emily Henry
2022,2022-05-29,14,NOVEMBER 9,Colleen Hoover
2022,2022-05-29,15,THE LOVE HYPOTHESIS,Ali Hazelwood
2022,2022-06-05,1,IN THE BLOOD,Jack Carr
2022,2022-06-05,2,BOOK LOVERS,Emily Henry
2022,2022-06-05,3,IT ENDS WITH US,Colleen Hoover
2022,2022-06-05,4,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-06-05,5,VERITY,Colleen Hoover
2022,2022-06-05,6,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-06-05,7,UGLY LOVE,Colleen Hoover
2022,2022-06-05,8,22 SECONDS,James Patterson and Maxine Paetro
2022,2022-06-05,9,THIS TIME TOMORROW,Emma Straub
2022,2022-06-05,10,PEOPLE WE MEET ON VACATION,Emily Henry
2022,2022-06-05,11,SOMETHING WILDER,Christina Lauren
2022,2022-06-05,12,DREAM TOWN,David Baldacci
2022,2022-06-05,13,THE SUMMER PLACE,Jennifer Weiner
2022,2022-06-05,14,MALIBU RISING,Taylor Jenkins Reid
2022,2022-06-05,15,BETTER OFF DEAD,Lee Child and Andrew Child
2022,2022-06-12,1,NIGHTWORK,Nora Roberts
2022,2022-06-12,2,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-06-12,3,IT ENDS WITH US,Colleen Hoover
2022,2022-06-12,4,BOOK LOVERS,Emily Henry
2022,2022-06-12,5,VERITY,Colleen Hoover
2022,2022-06-12,6,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-06-12,7,UGLY LOVE,Colleen Hoover
2022,2022-06-12,8,CLIVE CUSSLER'S DARK VECTOR,Graham Brown
2022,2022-06-12,9,PEOPLE WE MEET ON VACATION,Emily Henry
2022,2022-06-12,10,NOVEMBER 9,Colleen Hoover
2022,2022-06-12,11,22 SECONDS,James Patterson and Maxine Paetro
2022,2022-06-12,12,THE SUMMER PLACE,Jennifer Weiner
2022,2022-06-12,13,MALIBU RISING,Taylor Jenkins Reid
2022,2022-06-12,14,TWO NIGHTS IN LISBON,Chris Pavone
2022,2022-06-12,15,DREAM TOWN,David Baldacci
2022,2022-06-19,1,SPARRING PARTNERS,John Grisham
2022,2022-06-19,2,IT ENDS WITH US,Colleen Hoover
2022,2022-06-19,3,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-06-19,4,BOOK LOVERS,Emily Henry
2022,2022-06-19,5,VERITY,Colleen Hoover
2022,2022-06-19,6,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-06-19,7,MEANT TO BE,Emily Giffin
2022,2022-06-19,8,UGLY LOVE,Colleen Hoover
2022,2022-06-19,9,NIGHTWORK,Nora Roberts
2022,2022-06-19,10,THE BOARDWALK BOOKSHOP,Susan Mallery
2022,2022-06-19,11,PEOPLE WE MEET ON VACATION,Emily Henry
2022,2022-06-19,12,NOVEMBER 9,Colleen Hoover
2022,2022-06-19,13,BEACH READ,Emily Henry
2022,2022-06-19,14,ALL YOUR PERFECTS,Colleen Hoover
2022,2022-06-19,15,MALIBU RISING,Taylor Jenkins Reid
2022,2022-06-26,1,IT ENDS WITH US,Colleen Hoover
2022,2022-06-26,2,SPARRING PARTNERS,John Grisham
2022,2022-06-26,3,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-06-26,4,VERITY,Colleen Hoover
2022,2022-06-26,5,BOOK LOVERS,Emily Henry
2022,2022-06-26,6,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-06-26,7,UGLY LOVE,Colleen Hoover
2022,2022-06-26,8,TOM CLANCY: ZERO HOUR,Don Bentley
2022,2022-06-26,9,THE OMEGA FACTOR,Steve Berry
2022,2022-06-26,10,NOVEMBER 9,Colleen Hoover
2022,2022-06-26,11,PEOPLE WE MEET ON VACATION,Emily Henry
2022,2022-06-26,12,NIGHTWORK,Nora Roberts
2022,2022-06-26,13,MEANT TO BE,Emily Giffin
2022,2022-06-26,14,BEACH READ,Emily Henry
2022,2022-06-26,15,WICKED BEAUTY,Katee Robert
2022,2022-07-03,1,THE HOTEL NANTUCKET,Elin Hilderbrand
2022,2022-07-03,2,IT ENDS WITH US,Colleen Hoover
2022,2022-07-03,3,VERITY,Colleen Hoover
2022,2022-07-03,4,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-07-03,5,SPARRING PARTNERS,John Grisham
2022,2022-07-03,6,UGLY LOVE,Colleen Hoover
2022,2022-07-03,7,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-07-03,8,BOOK LOVERS,Emily Henry
2022,2022-07-03,9,PEOPLE WE MEET ON VACATION,Emily Henry
2022,2022-07-03,10,NOVEMBER 9,Colleen Hoover
2022,2022-07-03,11,ALL YOUR PERFECTS,Colleen Hoover
2022,2022-07-03,12,HORSE,Geraldine Brooks
2022,2022-07-03,13,BEACH READ,Emily Henry
2022,2022-07-03,14,EVERY SUMMER AFTER,Carley Fortune
2022,2022-07-03,15,MALIBU RISING,Taylor Jenkins Reid
2022,2022-07-10,1,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-07-10,2,IT ENDS WITH US,Colleen Hoover
2022,2022-07-10,3,VERITY,Colleen Hoover
2022,2022-07-10,4,THE HOTEL NANTUCKET,Elin Hilderbrand
2022,2022-07-10,5,UGLY LOVE,Colleen Hoover
2022,2022-07-10,6,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-07-10,7,SPARRING PARTNERS,John Grisham
2022,2022-07-10,8,BOOK LOVERS,Emily Henry
2022,2022-07-10,9,ESCAPE,James Patterson and David Ellis
2022,2022-07-10,10,THE HOUSE ACROSS THE LAKE,Riley Sager
2022,2022-07-10,11,NOVEMBER 9,Colleen Hoover
2022,2022-07-10,12,PEOPLE WE MEET ON VACATION,Emily Henry
2022,2022-07-10,13,EVERY SUMMER AFTER,Carley Fortune
2022,2022-07-10,14,BEACH READ,Emily Henry
2022,2022-07-10,15,MALIBU RISING,Taylor Jenkins Reid
2022,2022-07-17,1,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-07-17,2,IT ENDS WITH US,Colleen Hoover
2022,2022-07-17,3,VERITY,Colleen Hoover
2022,2022-07-17,4,UGLY LOVE,Colleen Hoover
2022,2022-07-17,5,THE HOTEL NANTUCKET,Elin Hilderbrand
2022,2022-07-17,6,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-07-17,7,SUSPECTS,Danielle Steel
2022,2022-07-17,8,BOOK LOVERS,Emily Henry
2022,2022-07-17,9,NOVEMBER 9,Colleen Hoover
2022,2022-07-17,10,SPARRING PARTNERS,John Grisham
2022,2022-07-17,11,EVERY SUMMER AFTER,Carley Fortune
2022,2022-07-17,12,PEOPLE WE MEET ON VACATION,Emily Henry
2022,2022-07-17,13,BEACH READ,Emily Henry
2022,2022-07-17,14,ALL YOUR PERFECTS,Colleen Hoover
2022,2022-07-17,15,MALIBU RISING,Taylor Jenkins Reid
2022,2022-07-24,1,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-07-24,2,IT ENDS WITH US,Colleen Hoover
2022,2022-07-24,3,VERITY,Colleen Hoover
2022,2022-07-24,4,RISING TIGER,Brad Thor
2022,2022-07-24,5,UGLY LOVE,Colleen Hoover
2022,2022-07-24,6,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-07-24,7,THE HOTEL NANTUCKET,Elin Hilderbrand
2022,2022-07-24,8,BOOK LOVERS,Emily Henry
2022,2022-07-24,9,NOVEMBER 9,Colleen Hoover
2022,2022-07-24,10,EVERY SUMMER AFTER,Carley Fortune
2022,2022-07-24,11,SPARRING PARTNERS,John Grisham
2022,2022-07-24,12,PEOPLE WE MEET ON VACATION,Emily Henry
2022,2022-07-24,13,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin
2022,2022-07-24,14,BEACH READ,Emily Henry
2022,2022-07-24,15,"COLD, COLD BONES",Kathy Reichs
2022,2022-07-31,1,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-07-31,2,IT ENDS WITH US,Colleen Hoover
2022,2022-07-31,3,VERITY,Colleen Hoover
2022,2022-07-31,4,THE 6:20 MAN,David Baldacci
2022,2022-07-31,5,UGLY LOVE,Colleen Hoover
2022,2022-07-31,6,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-07-31,7,THE IT GIRL,Ruth Ware
2022,2022-07-31,8,THE HOTEL NANTUCKET,Elin Hilderbrand
2022,2022-07-31,9,NOVEMBER 9,Colleen Hoover
2022,2022-07-31,10,BOOK LOVERS,Emily Henry
2022,2022-07-31,11,EVERY SUMMER AFTER,Carley Fortune
2022,2022-07-31,12,PEOPLE WE MEET ON VACATION,Emily Henry
2022,2022-07-31,13,BEACH READ,Emily Henry
2022,2022-07-31,14,SPARRING PARTNERS,John Grisham
2022,2022-07-31,15,RISING TIGER,Brad Thor
2022,2022-08-07,1,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-08-07,2,IT ENDS WITH US,Colleen Hoover
2022,2022-08-07,3,PORTRAIT OF AN UNKNOWN WOMAN,Daniel Silva
2022,2022-08-07,4,VERITY,Colleen Hoover
2022,2022-08-07,5,UGLY LOVE,Colleen Hoover
2022,2022-08-07,6,SHATTERED,James Patterson and James O. Born
2022,2022-08-07,7,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-08-07,8,THE 6:20 MAN,David Baldacci
2022,2022-08-07,9,NOVEMBER 9,Colleen Hoover
2022,2022-08-07,10,THE HOTEL NANTUCKET,Elin Hilderbrand
2022,2022-08-07,11,BOOK LOVERS,Emily Henry
2022,2022-08-07,12,EVERY SUMMER AFTER,Carley Fortune
2022,2022-08-07,13,GRACE UNDER FIRE,Julie Garwood
2022,2022-08-07,14,THE IT GIRL,Ruth Ware
2022,2022-08-07,15,ALL YOUR PERFECTS,Colleen Hoover
2022,2022-08-14,1,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-08-14,2,IT ENDS WITH US,Colleen Hoover
2022,2022-08-14,3,VERITY,Colleen Hoover
2022,2022-08-14,4,UGLY LOVE,Colleen Hoover
2022,2022-08-14,5,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-08-14,6,NOVEMBER 9,Colleen Hoover
2022,2022-08-14,7,THE 6:20 MAN,David Baldacci
2022,2022-08-14,8,BOOK LOVERS,Emily Henry
2022,2022-08-14,9,PORTRAIT OF AN UNKNOWN WOMAN,Daniel Silva
2022,2022-08-14,10,EVERY SUMMER AFTER,Carley Fortune
2022,2022-08-14,11,THE HOTEL NANTUCKET,Elin Hilderbrand
2022,2022-08-14,12,ALL YOUR PERFECTS,Colleen Hoover
2022,2022-08-14,13,THE IT GIRL,Ruth Ware
2022,2022-08-14,14,SHATTERED,James Patterson and James O. Born
2022,2022-08-14,15,PEOPLE WE MEET ON VACATION,Emily Henry
2022,2022-08-21,1,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-08-21,2,IT ENDS WITH US,Colleen Hoover
2022,2022-08-21,3,VERITY,Colleen Hoover
2022,2022-08-21,4,UGLY LOVE,Colleen Hoover
2022,2022-08-21,5,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-08-21,6,NOVEMBER 9,Colleen Hoover
2022,2022-08-21,7,RECKONING,Catherine Coulter
2022,2022-08-21,8,THE 6:20 MAN,David Baldacci
2022,2022-08-21,9,EVERY SUMMER AFTER,Carley Fortune
2022,2022-08-21,10,BLACK DOG,Stuart Woods
2022,2022-08-21,11,ALL YOUR PERFECTS,Colleen Hoover
2022,2022-08-21,12,BOOK LOVERS,Emily Henry
2022,2022-08-21,13,PORTRAIT OF AN UNKNOWN WOMAN,Daniel Silva
2022,2022-08-21,14,CONFESS,Colleen Hoover
2022,2022-08-21,15,THE SILENT PATIENT,Alex Michaelides
2022,2022-08-28,1,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-08-28,2,IT ENDS WITH US,Colleen Hoover
2022,2022-08-28,3,VERITY,Colleen Hoover
2022,2022-08-28,4,UGLY LOVE,Colleen Hoover
2022,2022-08-28,5,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-08-28,6,NOVEMBER 9,Colleen Hoover
2022,2022-08-28,7,ALL YOUR PERFECTS,Colleen Hoover
2022,2022-08-28,8,THE 6:20 MAN,David Baldacci
2022,2022-08-28,9,BOOK LOVERS,Emily Henry
2022,2022-08-28,10,EVERY SUMMER AFTER,Carley Fortune
2022,2022-08-28,11,PEOPLE WE MEET ON VACATION,Emily Henry
2022,2022-08-28,12,HEAT 2,Michael Mann and Meg Gardiner
2022,2022-08-28,13,THE SILENT PATIENT,Alex Michaelides
2022,2022-08-28,14,MAYBE SOMEDAY,Colleen Hoover
2022,2022-08-28,15,THE FAMILY REMAINS,Lisa Jewell
2022,2022-09-04,1,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-09-04,2,IT ENDS WITH US,Colleen Hoover
2022,2022-09-04,3,VERITY,Colleen Hoover
2022,2022-09-04,4,UGLY LOVE,Colleen Hoover
2022,2022-09-04,5,ALL GOOD PEOPLE HERE,Ashley Flowers with Alex Kiester
2022,2022-09-04,6,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-09-04,7,NOVEMBER 9,Colleen Hoover
2022,2022-09-04,8,THE CHALLENGE,Danielle Steel
2022,2022-09-04,9,OVERKILL,Sandra Brown
2022,2022-09-04,10,ALL YOUR PERFECTS,Colleen Hoover
2022,2022-09-04,11,BOOK LOVERS,Emily Henry
2022,2022-09-04,12,THE 6:20 MAN,David Baldacci
2022,2022-09-04,13,CONFESS,Colleen Hoover
2022,2022-09-04,14,PEOPLE WE MEET ON VACATION,Emily Henry
2022,2022-09-04,15,MAYBE SOMEDAY,Colleen Hoover
2022,2022-09-11,1,IT ENDS WITH US,Colleen Hoover
2022,2022-09-11,2,VERITY,Colleen Hoover
2022,2022-09-11,3,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-09-11,4,LOVE ON THE BRAIN,Ali Hazelwood
2022,2022-09-11,5,SOUL TAKEN,Patricia Briggs
2022,2022-09-11,6,UGLY LOVE,Colleen Hoover
2022,2022-09-11,7,NOVEMBER 9,Colleen Hoover
2022,2022-09-11,8,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-09-11,9,"GIRL, FORGOTTEN",Karin Slaughter
2022,2022-09-11,10,FOX CREEK,William Kent Krueger
2022,2022-09-11,11,FIRE AND BLOOD,George R.R. Martin
2022,2022-09-11,12,RUBY FEVER,Ilona Andrews
2022,2022-09-11,13,ALL GOOD PEOPLE HERE,Ashley Flowers with Alex Kiester
2022,2022-09-11,14,THE 6:20 MAN,David Baldacci
2022,2022-09-11,15,BABEL,R.F. Kuang
2022,2022-09-18,1,IT ENDS WITH US,Colleen Hoover
2022,2022-09-18,2,VERITY,Colleen Hoover
2022,2022-09-18,3,THE INK BLACK HEART,Robert Galbraith
2022,2022-09-18,4,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-09-18,5,CARRIE SOTO IS BACK,Taylor Jenkins Reid
2022,2022-09-18,6,UGLY LOVE,Colleen Hoover
2022,2022-09-18,7,NOVEMBER 9,Colleen Hoover
2022,2022-09-18,8,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-09-18,9,LOVE ON THE BRAIN,Ali Hazelwood
2022,2022-09-18,10,OTHER BIRDS,Sarah Addison Allen
2022,2022-09-18,11,FIRE AND BLOOD,George R.R. Martin
2022,2022-09-18,12,THE 6:20 MAN,David Baldacci
2022,2022-09-18,13,THE JUDGE'S LIST,John Grisham
2022,2022-09-18,14,ALL GOOD PEOPLE HERE,Ashley Flowers with Alex Kiester
2022,2022-09-18,15,ALL YOUR PERFECTS,Colleen Hoover
2022,2022-09-25,1,FAIRY TALE,Stephen King
2022,2022-09-25,2,DESPERATION IN DEATH,J.D. Robb
2022,2022-09-25,3,VERITY,Colleen Hoover
2022,2022-09-25,4,IT ENDS WITH US,Colleen Hoover
2022,2022-09-25,5,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-09-25,6,A COURT OF SILVER FLAMES,Sarah J. Maas
2022,2022-09-25,7,UGLY LOVE,Colleen Hoover
2022,2022-09-25,8,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-09-25,9,NOVEMBER 9,Colleen Hoover
2022,2022-09-25,10,THE AMERICAN ROOMMATE EXPERIMENT,Elena Armas
2022,2022-09-25,11,CLIVE CUSSLER'S HELLBURNER,Mike Maden
2022,2022-09-25,12,HELL AND BACK,Craig Johnson
2022,2022-09-25,13,FIRE AND BLOOD,George R.R. Martin
2022,2022-09-25,14,LOVE ON THE BRAIN,Ali Hazelwood
2022,2022-09-25,15,CARRIE SOTO IS BACK,Taylor Jenkins Reid
2022,2022-10-02,1,WHERE THE CRAWDADS SING,Delia Owens
2022,2022-10-02,2,VINCE FLYNN: OATH OF LOYALTY,Kyle Mills
2022,2022-10-02,3,FAIRY TALE,Stephen King
2022,2022-10-02,4,VERITY,Colleen Hoover
2022,2022-10-02,5,IT ENDS WITH US,Colleen Hoover
2022,2022-10-02,6,THE BUTCHER AND THE WREN,Alaina Urquhart
2022,2022-10-02,7,BLOWBACK,James Patterson and Brendan DuBois
2022,2022-10-02,8,UGLY LOVE,Colleen Hoover
2022,2022-10-02,9,NONA THE NINTH,Tamsyn Muir
2022,2022-10-02,10,NOVEMBER 9,Colleen Hoover
2022,2022-10-02,11,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid
2022,2022-10-02,12,FIRE AND BLOOD,George R.R. Martin
2022,2022-10-02,13,THE SILENT PATIENT,Alex Michaelides
